"그룹회사코드","마이데이터고객식별자","댓글그룹일련번호","댓글일련번호","댓글작성고객식별자","댓글내용","등록일시","비밀댓글여부","신고자수","삭제여부","댓글작성자별명","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000563",3,1,"2000000003",ㅇㅇㅇㅇㅇ,"20210830155144","0",0,"0",아ㅇㅇㅇ가나다 라마바,"20210830155144",SYSTEM
KB0,"2000000563",4,0,"2000000006",Hi,"20210831155944","0",0,"0",신디rr,"20210831155944",SYSTEM
KB0,"2000000563",5,0,"2000000003",ㄴㅇㄹㄴㅇㄹ,"20210902172547","0",0,"0",아ㅇㅇㅇ가나다,"20210902172547",SYSTEM
KB0,"2000000563",5,1,"2000000003",ㄴㄴㄴㄴㄴㄴ!!!!,"20210902172802","0",0,"0",아ㅇㅇㅇ가나다,"20210902172802",SYSTEM
KB0,"2000000563",6,0,"2000000003",ㅇㄹㅇㄹ,"20210902172709","0",0,"0",아ㅇㅇㅇ가나다,"20210902172709",SYSTEM
KB0,"2000000563",7,0,"2000000003",ㅇㄹㅇ,"20210902172740","0",0,"0",아ㅇㅇㅇ가나다,"20210902172740",SYSTEM
KB0,"2000000563",8,0,"2000000003",ㄴㄴㄴㄴㄴ,"20210902173011","0",0,"0",아ㅇㅇㅇ가나다,"20210902173011",SYSTEM
KB0,"2000000563",9,0,"2000000002","1","20211001151510","0",0,"0",인절미 3팩 만원..,"20211001151510",SYSTEM
KB0,"2000000563",10,0,"2000000002","2","20211001151832","0",0,"0",인절미 3팩 만원..,"20211001151832",SYSTEM
KB0,"2000000563",11,0,"2000000002","3","20211001152224","0",0,"0",인절미 3팩 만원..,"20211001152224",SYSTEM
KB0,"2000000563",12,0,"2000000002","4","20211001152305","0",0,"0",인절미 3팩 만원..,"20211001152305",SYSTEM
KB0,"2000000563",14,0,"2000000002","66","20211001153048","0",0,"0",인절미 3팩 만원..,"20211001153048",SYSTEM
KB0,"2000000563",15,0,"2000000002","7","20211001160712","0",0,"0",인절미 3팩 만원..,"20211001160712",SYSTEM
KB0,"2000000563",15,1,"2000000002","7-7","20211001162204","0",0,"0",인절미 3팩 만원..,"20211001162204",SYSTEM
KB0,"2000000563",16,0,"2000000002","8","20211001161430","0",0,"0",인절미 3팩 만원..,"20211001161430",SYSTEM
KB0,"2000000769",1,0,"2000000001",ㅇ으ㅏ앙,"20210804190610","0",0,"0",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"20210804190610",SYSTEM
KB0,"2000000769",1,1,"2000000001",나ㅡ트틑,"20210804190614","0",0,"0",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"20210804190614",SYSTEM
KB0,"2000000805",1,0,"2000000001",호ㅗ호ㅓ,"20210805170308","0",0,"0",₩)((;)₩&amp;amp,"20210805170308",SYSTEM
KB0,"2000000805",2,0,"2000000001",ㅎ,"20210805171953","0",0,"0",₩)((;)₩&amp;amp,"20210805171953",SYSTEM
KB0,"2000000805",3,0,"2000000001",ㅅ,"20210805172014","1",0,"0",₩)((;)₩&amp;amp,"20210805172014",SYSTEM
KB0,"2000000805",4,0,"2000000001",비공개,"20210805172046","1",0,"0",₩)((;)₩&amp;amp,"20210805172046",SYSTEM
KB0,"2000000805",5,0,"2000000001",비공개작성,"20210805172110","1",0,"0",₩)((;)₩&amp;amp,"20210805172110",SYSTEM
KB0,"2000000805",6,0,"2000000001",비공개로 작성하기,"20210805172149","1",0,"0",₩)((;)₩&amp;amp,"20210805172149",SYSTEM
KB0,"2000000805",7,0,"2000000001",비공개로 댓글달기,"20210805173421","1",0,"1",₩)((;)₩&amp;amp,"20210805173421",SYSTEM
KB0,"2000000805",7,1,"2000000001",비공개 댓글에 답글달기,"20210805173611","0",0,"0",₩)((;)₩&amp;amp,"20210805173611",SYSTEM
KB0,"2000000805",7,2,"2000000001","222","20210805173647","0",0,"0",₩)((;)₩&amp;amp,"20210805173647",SYSTEM
KB0,"2000000805",8,0,"2000000001",너ㅓㄴ,"20210805174517","0",0,"0",₩)((;)₩&amp;amp,"20210805174517",SYSTEM
KB0,"2000000805",8,1,"2000000001",쿠쿠쿠,"20210805174525","0",0,"0",₩)((;)₩&amp;amp,"20210805174525",SYSTEM
KB0,"2000000805",9,0,"2000000001",나나난,"20210805174540","1",0,"0",₩)((;)₩&amp;amp,"20210805174540",SYSTEM
KB0,"2000000805",9,1,"2000000001",어카캌,"20210805174548","0",0,"0",₩)((;)₩&amp;amp,"20210805174548",SYSTEM
KB0,"2000000805",10,0,"2000000001",ㅓ,"20210806084842","0",0,"0",₩)((;)₩&amp;amp,"20210806084842",SYSTEM
KB0,"2000000805",10,1,"2000000001",ㅅ,"20210806084848","0",0,"0",₩)((;)₩&amp;amp,"20210806084848",SYSTEM
KB0,"2000000826",1,0,"2000000006",ㄹㄷㅅ녿노소,"20210826183215","0",0,"0",신디,"20210826183215",SYSTEM
KB0,"2000000826",2,0,"2000000006",ffff,"20210826194245","0",0,"0",신디,"20210826194245",SYSTEM
KB0,"2000000917",1,0,"2000000002","1","20210818152007","0",0,"0",건물주,"20210818152007",SYSTEM
KB0,"2000000917",2,0,"2000000002","2","20210818152010","0",0,"0",건물주,"20210818152010",SYSTEM
KB0,"2000000917",3,0,"2000000002","3","20210818152249","0",1,"0",건물주,"20210818152249",SYSTEM
KB0,"2000000917",4,0,"2000000002","1212","20210823141507","0",0,"0",인절미 3팩 만원,"20210823141507",SYSTEM
KB0,"2000000917",5,0,"2000000002","1","20210823150853","0",0,"0",인절미 3팩 만원,"20210823150853",SYSTEM
KB0,"2000000917",6,0,"2000000006",ㅎ,"20210831161016","0",0,"1",신디rr,"20210831161016",SYSTEM
KB0,"2000000917",6,1,"2000000006",ㅎ,"20210831161019","0",0,"0",신디rr,"20210831161019",SYSTEM
KB0,"2000000917",6,2,"2000000006",ㅎ,"20210831161021","0",0,"0",신디rr,"20210831161021",SYSTEM
KB0,"2000000917",7,0,"2000000006",ㅎ,"20210831173825","0",6,"0",신디rr,"20210831173825",SYSTEM
KB0,"2000000917",7,1,"2000000006",ㅎ,"20210831173828","0",1,"0",신디rr,"20210831173828",SYSTEM
KB0,"2000000917",7,2,"2000000006",ㅎ,"20210831173830","0",0,"0",신디rr,"20210831173830",SYSTEM
KB0,"2000000917",7,3,"2000000003",sdfsdf,"20210902171041","0",1,"0",아ㅇㅇㅇ가나다,"20210902171041",SYSTEM
KB0,"2000000917",7,4,"2000000003",dddddsd,"20210902171242","0",1,"0",아ㅇㅇㅇ가나다,"20210902171242",SYSTEM
KB0,"2000000917",8,0,"2000000003",ㄴㅇㄹㅇㄹ,"20210902171805","0",0,"0",아ㅇㅇㅇ가나다,"20210902171805",SYSTEM
KB0,"2000000996",1,0,"2000000001",ㅂ,"20210806115355","0",0,"0",₩)((;)₩&amp;amp,"20210806115355",SYSTEM
KB0,"2000000996",1,1,"2000000001",ㅁ,"20210806115400","0",0,"0",₩)((;)₩&amp;amp,"20210806115400",SYSTEM
KB0,"2000000996",2,0,"2000000001",ㅂ,"20210806163855","0",0,"0",₩)((;)₩&amp;amp,"20210806163855",SYSTEM
KB0,"2000000996",2,1,"2000000001",ㄱ,"20210806163900","0",0,"0",₩)((;)₩&amp;amp,"20210806163900",SYSTEM
KB0,"2000001014",1,0,"2000000004","11111","20210826192713","0",0,"0",돈 머니＃,"20210826192713",SYSTEM
KB0,"2000001014",1,1,"2000000004","234","20210826192753","0",0,"0",돈 머니＃,"20210826192753",SYSTEM
KB0,"2000001014",1,2,"2000000004","234234","20210826192813","0",0,"0",돈 머니＃,"20210826192813",SYSTEM
KB0,"2000001014",1,3,"2000000004","23423423434","20210826192818","0",0,"0",돈 머니＃,"20210826192818",SYSTEM
KB0,"2000001034",1,0,"2000000002",테스트 조영빈,"20210729090548","0",0,"0",더반 악바르 대제,"20210729090548",SYSTEM
KB0,"2000001057",1,0,"2000000005",Dndkskks,"20210818151004","0",0,"0",제주 타마르 대왕,"20210818151004",SYSTEM
KB0,"2000001057",2,0,"2000000005",Wkaols,"20210818151013","0",0,"0",제주 타마르 대왕,"20210818151013",SYSTEM
KB0,"2000001057",2,1,"2000000005",Sss,"20210818151032","0",0,"0",제주 타마르 대왕,"20210818151032",SYSTEM
KB0,"2000001110",1,0,"0000032905","1","20211001165903","0",0,"0",경산 세이지,"20211001165903",SYSTEM
KB0,"2000001110",2,0,"0000032905","2","20211001170007","0",0,"0",경산 세이지,"20211001170007",SYSTEM
KB0,"2000001241",1,0,"2000000006",나나,"20210826195324","0",0,"0",신디,"20210826195324",SYSTEM
KB0,"2000001241",1,1,"2000000006",후후,"20210826195333","0",0,"0",신디,"20210826195333",SYSTEM
KB0,"2000001241",2,0,"2000000006",후후,"20210826195810","0",0,"0",신디,"20210826195810",SYSTEM
KB0,"2000001275",1,0,"2000000001","2222256454","20210916170958","0",0,"0","7878","20210916170958",SYSTEM
KB0,"2000001275",1,1,"2000000001",ddfdf2,"20210916171101","0",0,"0","7878","20210916171101",SYSTEM
KB0,"2000001307",1,0,"2000000001","ㄴ
ㄴ

ㄴ

ㅋㅋ

ㅋ
ㅋ","20210804162218","1",0,"1",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"20210804162218",SYSTEM
KB0,"2000001307",1,1,"2000000001",ㅊㄹㄹ,"20210804164838","0",0,"0",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"20210804164838",SYSTEM
KB0,"2000001307",2,0,"2000000001",너넌,"20210804164717","0",0,"1",ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"20210804164717",SYSTEM
KB0,"2000001385",1,0,"2000000004",Tfdch,"20210827084525","0",2,"0",돈 머니＃,"20210827084525",SYSTEM
KB0,"2000001385",1,1,"2000000004",Duwbqha,"20210827084539","0",1,"0",돈 머니＃,"20210827084539",SYSTEM
KB0,"2000001385",2,0,"2000000007",ssssssd,"20210827101110","0",6,"0",별명기억안,"20210827101110",SYSTEM
KB0,"2000001385",3,0,"2000000005","3333","20210830111532","0",0,"0",오케스트라12343＠1,"20210830111532",SYSTEM
KB0,"2000001385",4,0,"2000000005",zzz,"20210903093227","0",0,"0",오케스트라ㅁㄴㅇㄹ,"20210903093227",SYSTEM
KB0,"2000001385",5,0,"2000000005",aasfasfㅁㅁㄴㅇㄹ,"20210903093243","0",0,"0",오케스트라ㅁㄴㅇㄹ,"20210903093243",SYSTEM
KB0,"2000001385",5,1,"2000000005",ㄴㅁㄴㅇㄹ,"20210903093252","0",0,"0",오케스트라ㅁㄴㅇㄹ,"20210903093252",SYSTEM
KB0,"2000001385",5,2,"2000000005","2ㄴㅇㄹㄴㅇㄹ","20210903093305","0",2,"0",오케스트라ㅁㄴㅇㄹ,"20210903093305",SYSTEM
KB0,"2000001385",6,0,"2000000005",ㄴㅇㄴㅇㅎ,"20210903093333","0",0,"0",오케스트라ㅁㄴㅇㄹ,"20210903093333",SYSTEM
KB0,"2000001497",1,0,"2000000004",아,"20210812161520","0",0,"0",돈,"20210812161520",SYSTEM
KB0,"2000001502",1,0,"2000000007",하이 징기스칸,"20210810105135","0",0,"0",별명기억안,"20210810105135",SYSTEM
KB0,"2000001545",1,0,"2000000002",vv,"20210818153602","0",0,"0",건물주,"20210818153602",SYSTEM
KB0,"2000001545",3,0,"2000000002",s,"20210820155850","0",0,"0",건물주,"20210820155850",SYSTEM
KB0,"2000001545",4,0,"2000000002","12","20210823150921","0",0,"0",인절미 3팩 만원,"20210823150921",SYSTEM
KB0,"2000001585",1,0,"2000000002",한화손해보험 운전자보험.,"20210915131020","0",0,"0",&^%♡☆¿¡《¤》d,"20210915131020",SYSTEM
KB0,"2000001608",1,0,"2000000007",다다다수,"20210827102307","0",0,"0",별명기억안,"20210827102307",SYSTEM
KB0,"2000001608",1,1,"2000000007",답군,"20210827102322","0",0,"0",별명기억안,"20210827102322",SYSTEM
KB0,"2000001608",1,2,"2000000007",답드드드,"20210827102335","0",0,"0",별명기억안,"20210827102335",SYSTEM
KB0,"2000001608",2,0,"2000000005","654654","20210831132147","0",0,"0",오케스트라1234,"20210831132147",SYSTEM
KB0,"2000001667",1,0,"2000000007","ㄴ
ㄴ","20210730182003","0",0,"0",몬테비데오 작약,"20210730182003",SYSTEM
KB0,"2000001712",1,0,"2000000007",aaaassssss,"20210827095333","0",0,"0",별명기억안,"20210827095333",SYSTEM
KB0,"2000001712",2,0,"2000000007",dfsdfsdf,"20210827095513","0",1,"0",별명기억안,"20210827095513",SYSTEM
KB0,"2000001720",1,0,"2000000001",바머맘,"20210729105635","0",0,"0",스톡홀름 다알리아,"20210729105635",SYSTEM
KB0,"2000001720",2,0,"2000000001",ㅑㅠㅕㅠㅑ,"20210729105735","0",0,"0",스톡홀름 다알리아,"20210729105735",SYSTEM
KB0,"2000001720",3,0,"2000000001","ㅇ
ㅇ
ㅇ","20210730182202","1",0,"1",스톡홀름 다알리아,"20210730182202",SYSTEM
KB0,"2000001720",3,1,"2000000001",ㅇㅇㅇ,"20210730182227","0",0,"0",스톡홀름 다알리아,"20210730182227",SYSTEM
KB0,"2000001720",4,0,"2000000001","ㅜ
ㅜ","20210730182326","1",0,"0",스톡홀름 다알리아,"20210730182326",SYSTEM
KB0,"2000001720",5,0,"2000000001","ㅂ
ㅂ","20210730182332","1",0,"0",스톡홀름 다알리아,"20210730182332",SYSTEM
KB0,"2000001753",1,0,"2000000007",하이!!,"20210809173933","0",0,"0",별명기억안남,"20210809173933",SYSTEM
KB0,"2000001753",1,1,"2000000007",ㄴㄴㄴ,"20210810093316","0",0,"0",별명기억안,"20210810093316",SYSTEM
KB0,"2000001753",2,0,"2000000007",답변을 왜 안해,"20210810093336","0",0,"0",별명기억안,"20210810093336",SYSTEM
KB0,"2000001753",3,0,"2000000007",이상하네,"20210810093354","0",0,"0",별명기억안,"20210810093354",SYSTEM
KB0,"2000001844",1,0,"2000000003",ㅎㅎ호ㅗ,"20210805170246","0",0,"0",헬싱키 참제비고깔,"20210805170246",SYSTEM
