"그룹회사코드","마이데이터고객식별자","서비스시작일시","서비스탈퇴일시","서비스가입채널구분","서비스탈퇴채널구분","시스템최종처리일시","시스템최종사용자번호","고객식별자","당행고객여부"
KB0,"2000000505","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000505","1"
KB0,"2000000506","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000506","1"
KB0,"2000000507","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000507","1"
KB0,"2000000508","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000508","1"
KB0,"2000000509","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000509","1"
KB0,"2000000510","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000510","1"
KB0,"2000000511","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000511","1"
KB0,"2000000512","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000512","1"
KB0,"2000000513","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000513","1"
KB0,"2000000514","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000514","1"
KB0,"2000000515","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000515","1"
KB0,"2000000516","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000516","1"
KB0,"2000000517","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000517","1"
KB0,"2000000518","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000518","1"
KB0,"2000000519","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000519","1"
KB0,"2000000520","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000520","1"
KB0,"2000000521","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000521","1"
KB0,"2000000522","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000522","1"
KB0,"2000000523","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000523","1"
KB0,"2000000524","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000524","1"
KB0,"2000000525","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000525","1"
KB0,"2000000526","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000526","1"
KB0,"2000000527","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000527","1"
KB0,"2000000528","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000528","1"
KB0,"2000000529","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000529","1"
KB0,"2000000530","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000530","1"
KB0,"2000000531","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000531","1"
KB0,"2000000532","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000532","1"
KB0,"2000000533","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000533","1"
KB0,"2000000534","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000534","1"
KB0,"2000000535","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000535","1"
KB0,"2000000536","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000536","1"
KB0,"2000000537","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000537","1"
KB0,"2000000538","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000538","1"
KB0,"2000000539","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000539","1"
KB0,"2000000540","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000540","1"
KB0,"2000000541","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000541","1"
KB0,"2000000542","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000542","1"
KB0,"2000000543","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000543","1"
KB0,"2000000544","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000544","1"
KB0,"2000000545","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000545","1"
KB0,"2000000546","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000546","1"
KB0,"2000000547","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000547","1"
KB0,"2000000548","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000548","1"
KB0,"2000000549","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000549","1"
KB0,"2000000550","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000550","1"
KB0,"2000000551","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000551","1"
KB0,"2000000552","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000552","1"
KB0,"2000000553","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000553","1"
KB0,"2000000554","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000554","1"
KB0,"2000000555","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000555","1"
KB0,"2000000556","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000556","1"
KB0,"2000000557","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000557","1"
KB0,"2000000558","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000558","1"
KB0,"2000000559","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000559","1"
KB0,"2000000560","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000560","1"
KB0,"2000000561","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000561","1"
KB0,"2000000562","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000562","1"
KB0,"2000000563","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000563","1"
KB0,"2000000564","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000564","1"
KB0,"2000000565","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000565","1"
KB0,"2000000566","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000566","1"
KB0,"2000000567","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000567","1"
KB0,"2000000568","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000568","1"
KB0,"2000000569","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000569","1"
KB0,"2000000570","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000570","1"
KB0,"2000000571","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000571","1"
KB0,"2000000572","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000572","1"
KB0,"2000000573","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000573","1"
KB0,"2000000574","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000574","1"
KB0,"2000000575","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000575","1"
KB0,"2000000576","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000576","1"
KB0,"2000000577","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000577","1"
KB0,"2000000578","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000578","1"
KB0,"2000000579","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000579","1"
KB0,"2000000580","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000580","1"
KB0,"2000000581","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000581","1"
KB0,"2000000582","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000582","1"
KB0,"2000000583","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000583","1"
KB0,"2000000584","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000584","1"
KB0,"2000000585","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000585","1"
KB0,"2000000586","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000586","1"
KB0,"2000000587","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000587","1"
KB0,"2000000588","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000588","1"
KB0,"2000000589","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000589","1"
KB0,"2000000590","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000590","1"
KB0,"2000000591","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000591","1"
KB0,"2000000592","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000592","1"
KB0,"2000000593","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000593","1"
KB0,"2000000594","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000594","1"
KB0,"2000000595","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000595","1"
KB0,"2000000596","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000596","1"
KB0,"2000000597","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000597","1"
KB0,"2000000598","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000598","1"
KB0,"2000000599","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000599","1"
KB0,"2000000600","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000600","1"
KB0,"2000000601","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000601","1"
KB0,"2000000602","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000602","1"
KB0,"2000000603","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000603","1"
KB0,"2000000604","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000604","1"
KB0,"2000000605","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000605","1"
KB0,"2000000606","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000606","1"
KB0,"2000000607","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000607","1"
KB0,"2000000608","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000608","1"
KB0,"2000000609","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000609","1"
KB0,"2000000610","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000610","1"
KB0,"2000000611","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000611","1"
KB0,"2000000612","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000612","1"
KB0,"2000000613","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000613","1"
KB0,"2000000614","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000614","1"
KB0,"2000000615","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000615","1"
KB0,"2000000616","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000616","1"
KB0,"2000000617","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000617","1"
KB0,"2000000618","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000618","1"
KB0,"2000000619","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000619","1"
KB0,"2000000620","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000620","1"
KB0,"2000000621","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000621","1"
KB0,"2000000622","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000622","1"
KB0,"2000000623","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000623","1"
KB0,"2000000624","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000624","1"
KB0,"2000000625","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000625","1"
KB0,"2000000626","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000626","1"
KB0,"2000000627","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000627","1"
KB0,"2000000628","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000628","1"
KB0,"2000000629","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000629","1"
KB0,"2000000630","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000630","1"
KB0,"2000000631","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000631","1"
KB0,"2000000632","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000632","1"
KB0,"2000000633","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000633","1"
KB0,"2000000634","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000634","1"
KB0,"2000000635","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000635","1"
KB0,"2000000636","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000636","1"
KB0,"2000000637","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000637","1"
KB0,"2000000638","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000638","1"
KB0,"2000000639","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000639","1"
KB0,"2000000640","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000640","1"
KB0,"2000000641","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000641","1"
KB0,"2000000642","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000642","1"
KB0,"2000000643","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000643","1"
KB0,"2000000644","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000644","1"
KB0,"2000000645","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000645","1"
KB0,"2000000646","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000646","1"
KB0,"2000000647","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000647","1"
KB0,"2000000648","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000648","1"
KB0,"2000000649","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000649","1"
KB0,"2000000650","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000650","1"
KB0,"2000000651","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000651","1"
KB0,"2000000652","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000652","1"
KB0,"2000000653","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000653","1"
KB0,"2000000654","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000654","1"
KB0,"2000000655","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000655","1"
KB0,"2000000656","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000656","1"
KB0,"2000000657","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000657","1"
KB0,"2000000658","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000658","1"
KB0,"2000000659","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000659","1"
KB0,"2000000660","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000660","1"
KB0,"2000000661","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000661","1"
KB0,"2000000662","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000662","1"
KB0,"2000000663","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000663","1"
KB0,"2000000664","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000664","1"
KB0,"2000000665","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000665","1"
KB0,"2000000666","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000666","1"
KB0,"2000000667","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000667","1"
KB0,"2000000668","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000668","1"
KB0,"2000000669","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000669","1"
KB0,"2000000670","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000670","1"
KB0,"2000000671","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000671","1"
KB0,"2000000672","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000672","1"
KB0,"2000000673","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000673","1"
KB0,"2000000674","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000674","1"
KB0,"2000000675","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000675","1"
KB0,"2000000676","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000676","1"
KB0,"2000000677","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000677","1"
KB0,"2000000678","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000678","1"
KB0,"2000000679","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000679","1"
KB0,"2000000680","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000680","1"
KB0,"2000000681","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000681","1"
KB0,"2000000682","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000682","1"
KB0,"2000000683","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000683","1"
KB0,"2000000684","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000684","1"
KB0,"2000000685","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000685","1"
KB0,"2000000686","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000686","1"
KB0,"2000000687","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000687","1"
KB0,"2000000688","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000688","1"
KB0,"2000000689","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000689","1"
KB0,"2000000690","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000690","1"
KB0,"2000000691","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000691","1"
KB0,"2000000692","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000692","1"
KB0,"2000000693","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000693","1"
KB0,"2000000694","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000694","1"
KB0,"2000000695","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000695","1"
KB0,"2000000696","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000696","1"
KB0,"2000000697","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000697","1"
KB0,"2000000698","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000698","1"
KB0,"2000000699","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000699","1"
KB0,"2000000700","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000700","1"
KB0,"2000000701","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000701","1"
KB0,"2000000702","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000702","1"
KB0,"2000000703","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000703","1"
KB0,"2000000704","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000704","1"
KB0,"2000000705","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000705","1"
KB0,"2000000706","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000706","1"
KB0,"2000000707","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000707","1"
KB0,"2000000708","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000708","1"
KB0,"2000000709","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000709","1"
KB0,"2000000710","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000710","1"
KB0,"2000000711","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000711","1"
KB0,"2000000712","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000712","1"
KB0,"2000000713","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000713","1"
KB0,"2000000714","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000714","1"
KB0,"2000000715","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000715","1"
KB0,"2000000716","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000716","1"
KB0,"2000000717","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000717","1"
KB0,"2000000718","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000718","1"
KB0,"2000000719","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000719","1"
KB0,"2000000720","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000720","1"
KB0,"2000000721","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000721","1"
KB0,"2000000722","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000722","1"
KB0,"2000000723","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000723","1"
KB0,"2000000724","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000724","1"
KB0,"2000000725","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000725","1"
KB0,"2000000726","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000726","1"
KB0,"2000000727","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000727","1"
KB0,"2000000728","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000728","1"
KB0,"2000000729","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000729","1"
KB0,"2000000730","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000730","1"
KB0,"2000000731","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000731","1"
KB0,"2000000732","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000732","1"
KB0,"2000000733","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000733","1"
KB0,"2000000734","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000734","1"
KB0,"2000000735","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000735","1"
KB0,"2000000736","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000736","1"
KB0,"2000000737","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000737","1"
KB0,"2000000738","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000738","1"
KB0,"2000000739","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000739","1"
KB0,"2000000740","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000740","1"
KB0,"2000000741","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000741","1"
KB0,"2000000742","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000742","1"
KB0,"2000000743","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000743","1"
KB0,"2000000744","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000744","1"
KB0,"2000000745","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000745","1"
KB0,"2000000746","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000746","1"
KB0,"2000000747","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000747","1"
KB0,"2000000748","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000748","1"
KB0,"2000000749","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000749","1"
KB0,"2000000750","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000750","1"
KB0,"2000000751","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000751","1"
KB0,"2000000752","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000752","1"
KB0,"2000000753","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000753","1"
KB0,"2000000754","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000754","1"
KB0,"2000000755","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000755","1"
KB0,"2000000756","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000756","1"
KB0,"2000000757","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000757","1"
KB0,"2000000758","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000758","1"
KB0,"2000000759","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000759","1"
KB0,"2000000760","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000760","1"
KB0,"2000000761","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000761","1"
KB0,"2000000762","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000762","1"
KB0,"2000000763","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000763","1"
KB0,"2000000764","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000764","1"
KB0,"2000000765","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000765","1"
KB0,"2000000766","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000766","1"
KB0,"2000000767","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000767","1"
KB0,"2000000768","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000768","1"
KB0,"2000000769","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000769","1"
KB0,"2000000770","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000770","1"
KB0,"2000000771","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000771","1"
KB0,"2000000772","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000772","1"
KB0,"2000000773","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000773","1"
KB0,"2000000774","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000774","1"
KB0,"2000000775","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000775","1"
KB0,"2000000776","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000776","1"
KB0,"2000000777","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000777","1"
KB0,"2000000778","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000778","1"
KB0,"2000000779","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000779","1"
KB0,"2000000780","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000780","1"
KB0,"2000000781","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000781","1"
KB0,"2000000782","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000782","1"
KB0,"2000000783","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000783","1"
KB0,"2000000784","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000784","1"
KB0,"2000000785","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000785","1"
KB0,"2000000786","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000786","1"
KB0,"2000000787","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000787","1"
KB0,"2000000788","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000788","1"
KB0,"2000000789","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000789","1"
KB0,"2000000790","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000790","1"
KB0,"2000000792","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000792","1"
KB0,"2000000793","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000793","1"
KB0,"2000000794","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000794","1"
KB0,"2000000795","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000795","1"
KB0,"2000000796","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000796","1"
KB0,"2000000797","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000797","1"
KB0,"2000000798","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000798","1"
KB0,"2000000799","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000799","1"
KB0,"2000000800","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000800","1"
KB0,"2000000801","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000801","1"
KB0,"2000000803","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000803","1"
KB0,"2000000804","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000804","1"
KB0,"2000000805","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000805","1"
KB0,"2000000806","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000806","1"
KB0,"2000000807","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000807","1"
KB0,"2000000808","20210506130522","","01","","2021-07-22 15:52:22",S016217,"2000000808","1"
