"그룹회사코드","마이데이터고객식별자","기준년월","포트폴리오자산부채대분류구분","포트폴리오자산부채중분류구분","포트폴리오자산부채소분류구분","기관코드","집계금액","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000531","202107","10","1030","103040","999999",61906539.789,"2021-08-01 10:00",S016217
KB0,"2000000531","202107","10","1030","103050","999999",20792144.991,"2021-08-01 10:00",S016217
KB0,"2000000531","202107","10","1040","104010","999999",57186000.000,"2021-08-01 10:00",S016217
KB0,"2000000531","202107","10","1050","105010","999999",48615997.761,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1010","101010","999999",4317500.000,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1020","102010","999999",6908000.000,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1020","102020","999999",10362000.000,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1030","103010","999999",7167390.387,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1030","103030","999999",5694107.735,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1030","103040","999999",21489344.812,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1030","103050","999999",1411538.862,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1040","104020","999999",6908000.000,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1050","105010","999999",10518407.329,"2021-08-01 10:00",S016217
KB0,"2000000532","202107","10","1050","105020","999999",2634834.831,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1010","101010","999999",947100.000,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1020","102010","999999",3788400.000,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1020","102020","999999",2525600.000,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1030","103040","999999",6991798.389,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1030","103050","999999",3788229.005,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1040","104010","999999",694540.000,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1040","104020","999999",1767920.000,"2021-08-01 10:00",S016217
KB0,"2000000533","202107","10","1050","105020","999999",1930467.466,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1010","101010","999999",5565500.001,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1020","102010","999999",22262000.001,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1020","102020","999999",33393000.000,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1030","103030","999999",4691575.612,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1030","103040","999999",8829740.959,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1030","103050","999999",7257610.414,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1040","104020","999999",3895850.000,"2021-08-01 10:00",S016217
KB0,"2000000534","202107","10","1050","105010","999999",5672054.684,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1010","101010","999999",49095900.000,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1020","102010","999999",229114200.000,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1020","102020","999999",98191800.000,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1030","103010","999999",84381093.354,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1030","103030","999999",108234288.380,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1030","103040","999999",351433582.536,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1030","103050","999999",157740619.935,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1040","104020","999999",114557100.000,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1040","104030","999999",49095900.000,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1050","105010","999999",100672767.861,"2021-08-01 10:00",S016217
KB0,"2000000535","202107","10","1050","105020","999999",149361695.288,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1010","101010","999999",367500.000,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1020","102010","999999",7350000.000,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1030","103010","999999",3064297.050,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1030","103030","999999",1211587.343,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1030","103040","999999",8744610.436,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1030","103050","999999",3183316.197,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1040","104020","999999",1800750.000,"2021-08-01 10:00",S016217
KB0,"2000000536","202107","10","1050","105020","999999",5269716.230,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1010","101010","999999",4071900.000,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1020","102010","999999",81438000.000,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1030","103010","999999",34387756.546,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1030","103030","999999",13519141.074,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1030","103040","999999",101394987.146,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1030","103050","999999",32618726.542,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1040","104020","999999",28503300.000,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1040","104030","999999",12215700.000,"2021-08-01 10:00",S016217
KB0,"2000000537","202107","10","1050","105020","999999",62123821.315,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1010","101010","999999",13832500.000,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1020","102010","999999",27665000.000,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1020","102020","999999",27665000.000,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1030","103010","999999",23171690.943,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1030","103030","999999",22267829.428,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1030","103040","999999",54467286.987,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1030","103050","999999",14383349.214,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1040","104020","999999",15492400.000,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1050","105010","999999",31014159.372,"2021-08-01 10:00",S016217
KB0,"2000000538","202107","10","1050","105020","999999",11300420.610,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1010","101010","999999",2781999.999,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1020","102010","999999",4451200.000,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1020","102020","999999",6676800.000,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1030","103010","999999",3739572.141,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1030","103040","999999",11660891.110,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1030","103050","999999",3817995.986,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1040","104020","999999",3115840.000,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1050","105010","999999",7445555.205,"2021-08-01 10:00",S016217
KB0,"2000000539","202107","10","1050","105020","999999",1139780.244,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1010","101010","999999",11499.999,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1020","102010","999999",45999.999,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1020","102020","999999",69000.000,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1030","103030","999999",9575.141,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1030","103040","999999",18525.291,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1030","103050","999999",9258.194,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1040","104020","999999",8050.000,"2021-08-01 10:00",S016217
KB0,"2000000540","202107","10","1050","105010","999999",11638.634,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1010","101010","999999",2523100.000,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1020","102010","999999",45415800.000,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1030","103010","999999",21075563.763,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1030","103030","999999",8461998.177,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1030","103040","999999",54852941.195,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1030","103050","999999",31278330.555,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1040","104020","999999",17661700.000,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1040","104030","999999",7569300.000,"2021-08-01 10:00",S016217
KB0,"2000000541","202107","10","1050","105020","999999",33495203.531,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1010","101010","999999",7863000.000,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1020","102010","999999",26210000.000,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1020","102020","999999",26210000.000,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1030","103040","999999",56407931.237,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1030","103050","999999",36360177.505,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1040","104010","999999",4193600.000,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1040","104020","999999",20968000.000,"2021-08-01 10:00",S016217
KB0,"2000000542","202107","10","1050","105020","999999",13395943.747,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1010","101010","999999",585200.000,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1020","102010","999999",10533600.000,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1030","103010","999999",4741570.395,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1030","103030","999999",1884618.725,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1030","103040","999999",12198336.534,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1030","103050","999999",6759399.452,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1040","104020","999999",4096400.000,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1040","104030","999999",1755600.000,"2021-08-01 10:00",S016217
KB0,"2000000543","202107","10","1050","105020","999999",7768742.869,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1010","101010","999999",4438500.000,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1020","102010","999999",7101600.000,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1020","102020","999999",10652400.000,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1030","103010","999999",5905561.153,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1030","103040","999999",20216369.772,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1030","103050","999999",6048724.943,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1040","104020","999999",4971120.000,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1050","105010","999999",11749362.648,"2021-08-01 10:00",S016217
KB0,"2000000544","202107","10","1050","105020","999999",1809401.849,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1010","101010","999999",2814300.000,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1020","102010","999999",11257200.000,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1020","102020","999999",7504800.000,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1030","103010","999999",3192863.920,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1030","103030","999999",6433869.006,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1030","103040","999999",23806097.323,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1030","103050","999999",7331049.877,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1040","104020","999999",6566700.000,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1040","104030","999999",2814300.000,"2021-08-01 10:00",S016217
KB0,"2000000545","202107","10","1050","105020","999999",6712487.127,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1010","101010","999999",846100.000,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1020","102010","999999",15229800.000,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1030","103010","999999",7252039.098,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1030","103030","999999",2896911.132,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1030","103040","999999",18235831.377,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1030","103050","999999",10223503.943,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1040","104020","999999",5922700.000,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1040","104030","999999",2538300.000,"2021-08-01 10:00",S016217
KB0,"2000000546","202107","10","1050","105020","999999",11243472.784,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1010","101010","999999",24864999.999,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1020","102010","999999",39784000.000,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1020","102020","999999",59676000.000,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1030","103010","999999",32444382.100,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1030","103040","999999",112206757.088,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1030","103050","999999",32739331.825,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1040","104020","999999",27848800.000,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1050","105010","999999",66084073.617,"2021-08-01 10:00",S016217
KB0,"2000000547","202107","10","1050","105020","999999",10207407.052,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1010","101010","999999",427600.000,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1020","102010","999999",8552000.000,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1030","103010","999999",3542145.813,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1030","103030","999999",1422983.166,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1030","103040","999999",10568780.266,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1030","103050","999999",3513024.596,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1040","104020","999999",2993200.000,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1040","104030","999999",1282800.000,"2021-08-01 10:00",S016217
KB0,"2000000548","202107","10","1050","105020","999999",6536812.695,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1010","101010","999999",118899.999,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1020","102010","999999",2378000.000,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1030","103010","999999",986083.530,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1030","103030","999999",393998.347,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1030","103040","999999",2814156.466,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1030","103050","999999",1058054.708,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1040","104020","999999",582610.000,"2021-08-01 10:00",S016217
KB0,"2000000549","202107","10","1050","105020","999999",1698167.867,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1010","101010","999999",3492000.000,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1020","102010","999999",6984000.000,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1020","102020","999999",6984000.000,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1030","103010","999999",5905990.183,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1030","103030","999999",5697333.414,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1030","103040","999999",14210137.707,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1030","103050","999999",4375269.813,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1040","104020","999999",3911040.000,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1050","105010","999999",7845119.470,"2021-08-01 10:00",S016217
KB0,"2000000550","202107","10","1050","105020","999999",2847102.052,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1010","101010","999999",3331000.000,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1020","102010","999999",6662000.000,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1020","102020","999999",6662000.000,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1030","103010","999999",5661189.628,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1030","103030","999999",5491217.915,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1030","103040","999999",13342962.398,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1030","103050","999999",3402992.512,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1040","104020","999999",3730720.000,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1050","105010","999999",7505845.051,"2021-08-01 10:00",S016217
KB0,"2000000551","202107","10","1050","105020","999999",2713122.218,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1010","101010","999999",3565000.000,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1020","102010","999999",10695000.000,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1020","102020","999999",7130000.000,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1030","103030","999999",1588314.105,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1030","103040","999999",4134212.226,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1040","104020","999999",1782500.000,"2021-08-01 10:00",S016217
KB0,"2000000552","202107","10","1050","105010","999999",1825710.107,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1010","101010","999999",763000.000,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1020","102010","999999",915600.000,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1020","102020","999999",2136400.000,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1030","103010","999999",760299.730,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1030","103040","999999",3838538.281,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1030","103050","999999",1785565.778,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1040","104010","999999",335720.000,"2021-08-01 10:00",S016217
KB0,"2000000553","202107","10","1040","104020","999999",854560.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1010","101010","999999",1848300.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1020","102010","999999",7393200.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1020","102020","999999",4928800.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1030","103010","999999",2061009.251,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1030","103030","999999",4063328.882,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1030","103040","999999",15322029.559,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1030","103050","999999",5447930.978,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1040","104020","999999",4312700.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1040","104030","999999",1848300.000,"2021-08-01 10:00",S016217
KB0,"2000000554","202107","10","1050","105020","999999",4399677.473,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1010","101010","999999",2274300.000,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1020","102010","999999",9097200.000,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1020","102020","999999",6064800.000,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1030","103010","999999",2442324.629,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1030","103030","999999",4905526.436,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1030","103040","999999",19716236.280,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1030","103050","999999",6496085.849,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1040","104020","999999",5306700.000,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1040","104030","999999",2274300.000,"2021-08-01 10:00",S016217
KB0,"2000000555","202107","10","1050","105020","999999",5413697.323,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1010","101010","999999",3766500.000,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1020","102010","999999",22599000.000,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1020","102020","999999",7533000.000,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1030","103030","999999",6454378.613,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1030","103040","999999",9469902.875,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1030","103050","999999",3042216.380,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1040","104010","999999",9039600.000,"2021-08-01 10:00",S016217
KB0,"2000000556","202107","10","1050","105010","999999",7723309.877,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1010","101010","999999",2873100.000,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1020","102010","999999",9577000.000,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1020","102020","999999",9577000.000,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1030","103040","999999",20767687.404,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1030","103050","999999",12186348.224,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1040","104010","999999",1532320.000,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1040","104020","999999",7661600.000,"2021-08-01 10:00",S016217
KB0,"2000000557","202107","10","1050","105020","999999",4885058.741,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1010","101010","999999",1473300.000,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1020","102010","999999",4911000.000,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1020","102020","999999",4911000.000,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1030","103040","999999",10643892.232,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1030","103050","999999",8182022.097,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1040","104010","999999",785760.000,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1040","104020","999999",3928800.000,"2021-08-01 10:00",S016217
KB0,"2000000558","202107","10","1050","105020","999999",2517529.502,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1010","101010","999999",1020900.000,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1020","102010","999999",4083600.000,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1020","102020","999999",2722400.000,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1030","103010","999999",1131702.765,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1030","103030","999999",2345779.501,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1030","103040","999999",8609728.675,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1030","103050","999999",2620763.191,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1040","104020","999999",2382100.000,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1040","104030","999999",1020900.000,"2021-08-01 10:00",S016217
KB0,"2000000559","202107","10","1050","105020","999999",2427711.494,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1010","101010","999999",18575500.000,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1020","102010","999999",37151000.000,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1020","102020","999999",37151000.000,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1030","103010","999999",29548318.289,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1030","103030","999999",32589756.572,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1030","103040","999999",74531796.104,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1030","103050","999999",23035961.442,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1040","104020","999999",20804560.000,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1050","105010","999999",41856788.751,"2021-08-01 10:00",S016217
KB0,"2000000560","202107","10","1050","105020","999999",15069653.014,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1010","101010","999999",3316000.000,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1020","102010","999999",9948000.000,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1020","102020","999999",6632000.000,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1030","103030","999999",1416030.034,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1030","103040","999999",4644798.433,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1040","104020","999999",1658000.000,"2021-08-01 10:00",S016217
KB0,"2000000561","202107","10","1050","105010","999999",1693121.155,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1010","101010","999999",13643500.000,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1020","102010","999999",16372200.000,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1020","102020","999999",38201800.000,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1030","103010","999999",13565142.448,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1030","103040","999999",67927843.582,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1030","103050","999999",21707054.075,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1040","104010","999999",6003140.000,"2021-08-01 10:00",S016217
KB0,"2000000562","202107","10","1040","104020","999999",15280720.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1010","101010","999999",482700.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1020","102010","999999",1930800.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1020","102020","999999",1287200.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1030","103040","999999",3761812.843,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1030","103050","999999",3073629.600,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1040","104010","999999",353980.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1040","104020","999999",901040.000,"2021-08-01 10:00",S016217
KB0,"2000000563","202107","10","1050","105020","999999",983889.008,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1010","101010","999999",10309000.000,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1020","102010","999999",30927000.000,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1020","102020","999999",20618000.000,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1030","103030","999999",4164859.257,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1030","103040","999999",12032748.554,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1040","104020","999999",5154500.000,"2021-08-01 10:00",S016217
KB0,"2000000564","202107","10","1050","105010","999999",5289989.599,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1010","101010","999999",3715500.000,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1020","102010","999999",5944800.000,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1020","102020","999999",8917200.000,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1030","103010","999999",5027826.251,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1030","103040","999999",15887002.988,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1030","103050","999999",4621390.159,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1040","104020","999999",4161360.000,"2021-08-01 10:00",S016217
KB0,"2000000565","202107","10","1050","105010","999999",9884613.288,"2021-08-01 10:00",S016217
