"USER_ID","FIN_ASSET_SECTION_DIV","NONFIN_ASSET_SECTION_DIV","CRM_AGE_DIV","JOB_SECTION_DIV","SIDO_DIV","FINANCE_AMOUNT","CASH_AMOUNT","ACCOUNT_AMOUNT","INVEST_AMOUNT","INSURANCE_AMOUNT","ANNUITY_AMOUNT"
"2000000401","02","02","00029","08","36","35911405.588","1900800.000","12672000.000","11807480.104","6082560.000","3448565.484"
"2000000402","02","02","00040","07","10","46422852.656","3329500.000","13318000.000","15049601.617","3729040.000","10996711.039"
"2000000403","02","02","00050","05","41","40048420.103","582399.999","11648000.000","12261499.104","5824000.000","9732521.000"
"2000000404","05","03","00029","07","31","116031681.714","1357400.000","27148000.000","58330824.031","6651260.000","22544197.683"
"2000000405","02","03","00035","05","10","38257835.904","2126400.000","14176000.000","11262212.749","6804480.000","3888743.155"
"2000000406","07","06","00030","10","01","527771060.020","8453200.000","169064000.000","169754683.727","41420680.000","139078496.293"
"2000000407","02","02","00030","07","50","40373971.078","2182800.000","14552000.000","13135218.367","5675280.000","4828672.711"
"2000000408","01","02","00035","05","61","28110970.951","1768200.000","11788000.000","11666710.951","2888060.000",""
"2000000409","05","03","00039","09","44","152646051.566","20266000.000","81064000.000","17747638.542","","33568413.024"
"2000000410","02","02","00045","13","21","47643791.329","1985400.000","13236000.000","14791562.297","6618000.000","11012829.032"
"2000000411","05","03","00030","07","01","228067136.732","12236400.000","81576000.000","74963654.841","31814640.000","27476441.891"
"2000000412","03","02","00035","09","41","60349545.029","3924500.000","15698000.000","23352453.794","4395440.000","12979151.235"
"2000000413","03","03","00029","09","10","54738508.527","3838000.000","15352000.000","16768706.787","6140800.000","12639001.740"
"2000000414","00","01","00020","07","01","8672030.586","131300.000","2363400.000","2982008.233","1313000.000","1882322.353"
"2000000415","05","03","00049","09","01","180632269.006","12742500.000","50970000.000","54885246.710","20388000.000","41646522.296"
"2000000416","02","01","00035","07","54","33139450.590","467700.000","9354000.000","10850141.376","4677000.000","7790609.214"
"2000000417","03","02","00045","13","21","63483552.035","3965499.999","31724000.000","9530893.781","9517200.000","8745958.255"
"2000000418","02","02","00035","01","21","32665082.339","1778400.000","11856000.000","10927437.962","2904720.000","5198524.377"
"2000000419","05","03","00049","03","27","116523916.141","5356200.000","35708000.000","66711256.141","8748460.000",""
"2000000420","01","01","00039","05","01","29743170.178","1257900.000","8386000.000","8977315.669","4193000.000","6928954.509"
"2000000421","02","02","00025","13","21","33666080.264","2101500.000","16812000.000","5110894.936","5043600.000","4598085.328"
"2000000422","02","02","00040","13","27","46961010.515","751200.000","15024000.000","15034300.268","3680880.000","12470630.247"
"2000000423","04","03","00029","08","10","95355398.855","5276100.000","35174000.000","29585453.305","13717860.000","11601985.550"
"2000000424","05","04","00049","07","21","244771290.529","12846900.000","85646000.000","87965646.936","20983270.000","37329473.593"
"2000000425","07","05","00065","03","01","654475511.715","82802000.000","414010000.000","70149249.270","41401000.000","46113262.445"
"2000000426","05","03","00025","07","36","188973037.608","13688000.000","54752000.000","60017513.500","15330560.000","45184964.108"
"2000000427","05","03","00040","05","31","165112182.121","8729000.001","69832000.000","46483455.336","20949600.000","19118126.784"
"2000000428","05","03","00035","09","10","112819721.863","1609500.000","32190000.000","36061685.523","16095000.000","26863536.340"
"2000000429","04","02","00059","07","57","73945445.713","4765500.000","19062000.000","42683765.713","7434180.000",""
"2000000430","02","02","00055","05","46","49002649.092","2046600.000","13644000.000","15184989.304","6822000.000","11305059.788"
"2000000431","04","02","00049","07","21","74074640.329","4565000.001","36520000.000","11915066.547","10956000.000","10118573.781"
"2000000432","02","02","00025","05","01","39212107.293","627800.000","12556000.000","12484150.715","3076220.000","10467936.578"
"2000000433","06","05","00040","05","44","351627964.268","5191100.001","103822000.000","104158214.544","51911000.000","86545649.723"
"2000000434","02","02","00039","05","10","41524934.958","1959600.000","13064000.000","14957106.411","6532000.000","5012228.547"
"2000000435","05","04","00030","06","31","279944210.342","19335000.000","193350000.000","32402773.913","13534500.000","21321936.429"
"2000000436","02","02","00039","07","10","35206056.180","1674900.000","11166000.000","12450883.858","5583000.000","4331272.322"
"2000000437","02","02","00030","10","21","40426747.795","5109000.000","25545000.000","4384335.854","2554500.000","2833911.941"
"2000000438","05","03","00050","05","44","208328028.998","26397000.000","131985000.000","22134555.514","13198500.000","14612973.484"
"2000000439","03","02","00029","07","54","55079416.191","2569500.000","10278000.000","28791544.819","4933440.000","8506931.372"
"2000000440","03","02","00050","09","24","62093444.413","2949300.000","19662000.000","22084983.922","9831000.000","7566160.491"
"2000000441","02","02","00045","04","50","31286904.327","1083900.000","7226000.000","16555462.136","3613000.000","2808542.191"
"2000000442","02","02","00030","13","27","35335292.020","1860900.000","12406000.000","12129853.538","4838340.000","4100198.482"
"2000000443","03","02","00040","11","50","60683135.521","1772700.000","11818000.000","31401265.891","5909000.000","9782169.630"
"2000000444","03","03","00059","05","21","63376187.739","3426600.000","22844000.000","19823721.968","10965120.000","6316745.771"
"2000000445","06","04","00029","07","10","464771992.639","17737500.000","118250000.000","238866994.605","56760000.000","33157498.034"
"2000000446","02","02","00030","07","10","36765481.350","3623000.000","14492000.000","12998601.350","5651880.000",""
"2000000447","05","03","00035","03","10","185486946.467","24484000.000","97936000.000","22524374.948","","40542571.519"
"2000000448","02","02","00025","07","34","35405253.931","1906800.000","12712000.000","12002826.553","3114440.000","5669187.378"
"2000000449","00","00","00049","08","57","5469297.144","405500.000","1622000.000","1641469.787","454160.000","1346167.357"
"2000000450","06","05","00050","07","01","406001196.823","5894499.999","117890000.000","124907308.233","58945000.000","98364388.591"
"2000000451","03","02","00039","07","57","63931332.383","975400.000","17557200.000","21563473.288","9754000.000","14081259.095"
"2000000452","02","02","00029","03","10","30834877.779","2910000.000","11640000.000","11745277.779","4539600.000",""
"2000000453","03","02","00059","02","10","64269871.327","4504000.000","18016000.000","18063255.105","8647680.000","15038936.222"
"2000000454","05","03","00040","11","21","198201378.745","12310500.000","98484000.000","31086853.532","29545200.000","26774825.213"
"2000000455","03","03","00055","13","54","65594620.382","6296500.000","25186000.000","24289580.382","9822540.000",""
"2000000456","02","02","00049","06","21","32137657.469","1527300.000","10182000.000","11399582.533","5091000.000","3937774.936"
"2000000457","06","05","00040","13","27","440776403.584","55806000.000","279030000.000","47693411.459","27903000.000","30343992.125"
"2000000458","02","02","00025","07","36","32621767.421","468400.000","9368000.000","10407216.149","4684000.000","7694151.272"
"2000000459","02","02","00059","04","21","38952117.483","2999499.999","11998000.000","10585488.251","3359440.000","10009689.233"
"2000000460","01","01","00059","07","41","28186732.213","393100.000","7862000.000","9459158.363","3931000.000","6541473.850"
"2000000461","01","02","00035","07","01","21439024.838","300100.000","6002000.000","7211270.477","3001000.000","4924654.361"
"2000000462","01","02","00049","11","27","28406898.577","1523700.000","10158000.000","9372731.145","3961620.000","3390847.432"
"2000000463","04","03","00035","08","46","84546701.792","5934500.000","23738000.000","25564581.346","9495200.000","19814420.446"
"2000000464","02","02","00030","01","10","34969506.601","2194800.000","14632000.000","14557866.601","3584840.000",""
"2000000465","03","02","00045","05","10","65259744.087","624100.000","11233800.000","38293631.075","6241000.000","8867213.012"
"2000000466","00","00","00020","02","27","3163876.529","101100.000","674000.000","1924555.820","165130.000","299090.709"
"2000000467","03","02","00049","09","10","54272930.278","2925500.001","23404000.000","14476354.309","7021200.000","6445875.968"
"2000000468","07","05","00029","11","27","550437245.687","38618500.000","154474000.000","156601948.806","74147520.000","126595276.881"
"2000000469","06","03","00050","07","01","313383917.991","19471500.000","155772000.000","48677418.969","46731600.000","42731399.022"
"2000000470","02","02","00045","02","61","37552955.474","2645500.000","10582000.000","11312517.450","4232800.000","8780138.024"
"2000000471","01","02","00045","05","10","20486910.226","1308000.000","8720000.000","8322510.226","2136400.000",""
"2000000472","05","03","00050","02","01","142809996.591","10623500.000","42494000.000","42477499.667","11898320.000","35316676.924"
"2000000473","03","02","00059","02","46","52162179.425","6689000.000","33445000.000","4921208.469","3344500.000","3762470.956"
"2000000474","00","00","00030","07","57","4333719.200","317000.000","1268000.000","1345570.883","355040.000","1048108.317"
"2000000475","01","02","00025","07","31","25160885.290","2407500.000","9630000.000","9367685.290","3755700.000",""
"2000000476","03","02","00049","08","10","58190828.898","884700.000","15924600.000","19826268.256","8847000.000","12708260.642"
"2000000477","02","02","00040","07","10","38922772.439","614600.001","12292000.000","13591430.751","3011540.000","9413201.687"
"2000000478","00","01","00035","08","10","8589877.266","127900.000","2302200.000","3043559.527","1279000.000","1837217.739"
"2000000479","02","02","00050","07","36","37828985.664","603200.001","12064000.000","12696465.077","2955680.000","9509640.586"
"2000000480","02","02","00039","02","34","44533400.491","680700.000","13614000.000","16362583.571","3335430.000","10540686.920"
"2000000481","04","02","00055","08","24","82909229.446","887900.001","17758000.000","46025797.716","4350710.000","13886821.729"
"2000000482","05","03","00055","05","10","146041403.212","2197400.000","39553200.000","50689247.438","21974000.000","31627555.774"
"2000000483","01","02","00055","08","21","27172335.552","1707300.000","11382000.000","11294445.552","2788590.000",""
"2000000484","02","02","00029","07","10","42960522.262","657200.000","11829600.000","14470663.012","6572000.000","9431059.250"
"2000000485","00","01","00049","06","61","9278286.134","494100.000","3294000.000","3126590.268","1284660.000","1078935.866"
"2000000486","02","02","00029","08","46","40893345.318","1908900.000","12726000.000","23140575.318","3117870.000",""
"2000000487","06","03","00029","04","10","320324041.415","24653000.001","98612000.000","88034195.237","27611360.000","81413486.177"
"2000000488","05","03","00035","07","10","154620341.254","10737000.000","42948000.000","48071254.218","17179200.000","35684887.036"
"2000000489","06","04","00040","07","10","350413438.471","46622000.000","186488000.000","39669245.283","","77634193.188"
"2000000490","03","02","00035","05","61","65790455.662","2636400.000","17576000.000","32334517.050","8436480.000","4807058.612"
"2000000491","02","02","00030","11","01","46101938.343","549099.999","10982000.000","20040782.782","5491000.000","9039055.562"
"2000000492","01","02","00049","12","41","24244456.242","353700.000","7074000.000","7347185.042","3537000.000","5932571.200"
"2000000493","02","01","00030","07","50","30644340.997","3874000.000","19370000.000","3335772.464","1937000.000","2127568.533"
"2000000494","05","03","00020","10","50","158384936.343","8513100.000","56754000.000","52095302.113","22134060.000","18888474.230"
"2000000495","03","02","00029","02","10","66097625.130","8694000.000","34776000.000","8289212.712","","14338412.418"
"2000000496","02","01","00025","07","10","32727405.905","2198000.000","8792000.000","12070336.425","2461760.000","7205309.480"
"2000000497","05","03","00035","03","01","144571369.295","2086100.000","41722000.000","45083988.435","20861000.000","34818280.860"
"2000000498","01","02","00040","11","10","25940040.351","410000.000","8200000.000","8513293.608","2009000.000","6807746.743"
"2000000499","02","02","00040","08","46","35991129.823","532599.999","10652000.000","10666242.278","5326000.000","8814287.546"
"2000000500","01","01","00035","02","01","26218339.868","1894500.000","7578000.000","8349308.379","2121840.000","6274691.489"
"2000000501","03","03","00029","10","50","58595394.576","4082500.000","16330000.000","16719254.077","7838400.000","13625240.499"
"2000000502","01","00","00035","01","34","11132984.382","786000.000","3144000.000","3362615.425","1257600.000","2582768.957"
"2000000503","05","04","00029","07","10","253472136.782","13669500.000","91130000.000","82498811.781","35540700.000","30633125.001"
"2000000504","05","03","00040","04","36","234378822.901","2450300.001","49006000.000","133048984.794","12006470.000","37867068.106"
"2000000505","03","03","00050","08","31","56367081.676","878400.000","17568000.000","20149510.771","4304160.000","13467010.905"
"2000000506","03","02","00039","09","30","65651109.316","3491000.001","27928000.000","18161797.774","8378400.000","7691911.541"
"2000000507","02","02","00049","01","31","43273099.657","1838400.000","12256000.000","13006497.976","6128000.000","10044201.681"
"2000000508","02","02","00045","07","41","40127047.498","2722000.000","10888000.000","14468602.076","3048640.000","8999805.422"
"2000000509","03","02","00045","06","10","52424059.307","6630000.000","33150000.000","5673390.326","3315000.000","3655668.981"
"2000000510","01","01","00040","01","44","22773312.043","1251600.000","8344000.000","7132641.356","3254160.000","2790910.687"
"2000000511","05","04","00025","05","24","279517865.159","14844000.000","98960000.000","94347746.835","38594400.000","32771718.324"
"2000000512","02","02","00055","04","27","46650933.367","3270000.000","13080000.000","13266028.096","6278400.000","10756505.271"
"2000000513","03","02","00020","06","54","54639930.451","3826000.000","15304000.000","15381249.643","7345920.000","12782760.808"
"2000000514","02","02","00030","05","36","40710409.226","609800.000","10976400.000","14301557.245","6098000.000","8724651.981"
"2000000515","09","06","00030","07","01","1181777316.031","113732500.000","454930000.000","435692116.031","177422700.000",""
"2000000516","02","02","00029","07","61","30360085.372","2124000.000","8496000.000","9292394.832","3398400.000","7049290.540"
"2000000517","03","02","00040","03","10","62214455.789","8368000.000","33472000.000","6444826.758","","13929629.031"
"2000000518","01","02","00040","08","31","17809786.950","1149600.000","7664000.000","7118506.950","1877680.000",""
"2000000519","01","02","00039","03","21","21835051.209","990300.000","6602000.000","12625261.209","1617490.000",""
"2000000520","01","00","00035","08","27","22425865.055","241000.000","4820000.000","10952432.255","2410000.000","4002432.800"
"2000000521","02","02","00039","05","10","46568695.798","1823700.000","12158000.000","23395930.329","5835840.000","3355225.469"
"2000000522","01","02","00039","07","31","21855587.055","1683000.000","6732000.000","6062357.413","1884960.000","5493269.642"
"2000000523","03","02","00040","08","10","51380701.775","731300.000","14626000.000","16625719.791","7313000.000","12084681.984"
"2000000524","05","03","00045","09","10","298695767.330","20982500.000","83930000.000","90488069.931","33572000.000","69723197.399"
"2000000525","06","04","00039","01","01","324356548.617","4925800.000","88664400.000","109755996.830","49258000.000","71752351.787"
"2000000526","02","02","00055","07","01","36642195.510","2308200.000","15388000.000","15175935.510","3770060.000",""
"2000000527","01","01","00045","02","41","14595544.327","214100.001","4282000.000","4456406.935","2141000.000","3502037.391"
"2000000528","01","01","00040","09","61","13592868.138","190800.000","3816000.000","4515639.891","1908000.000","3162428.247"
"2000000529","01","01","00045","12","10","13242522.552","916000.000","3664000.000","3837949.275","1758720.000","3065853.277"
"2000000530","06","03","00030","07","01","333698763.534","22813500.000","228135000.000","41345548.602","15969450.000","25435264.932"
"2000000531","06","04","00050","13","10","383573683.387","23827500.000","190620000.000","59649015.951","57186000.000","52291167.436"
"2000000532","03","02","00029","07","46","61350626.349","4317500.000","17270000.000","18580069.849","6908000.000","14275056.500"
"2000000533","01","02","00059","08","21","17783026.749","947100.000","6314000.000","5958084.869","2462460.000","2101381.880"
"2000000534","04","03","00029","09","10","94859786.449","5565500.001","55655000.001","23660833.391","3895850.000","6082603.056"
"2000000535","09","07","00029","03","01","1148395073.121","49095900.000","327306000.000","338058769.015","163653000.000","270281404.106"
"2000000536","01","02","00030","08","24","23407214.653","367500.000","7350000.000","8226525.069","1800750.000","5662439.584"
"2000000537","05","04","00029","07","01","289509875.813","4071900.000","81438000.000","96126882.538","40719000.000","67154093.275"
"2000000538","05","03","00045","01","27","187149912.333","13832500.000","55330000.000","57247079.043","15492400.000","45247933.290"
"2000000539","02","02","00049","07","34","36114542.309","2781999.999","11128000.000","9806911.908","3115840.000","9281790.402"
"2000000540","00","00","00040","02","27","166208.916","11499.999","114999.999","18939.240","8050.000","12719.678"
"2000000541","05","03","00029","07","10","167893703.112","2523100.000","45415800.000","58263274.741","25231000.000","36460528.371"
"2000000542","05","03","00030","07","36","147258321.497","7863000.000","52420000.000","47231764.616","25161600.000","14581956.881"
"2000000543","02","02","00039","03","46","39119352.142","585200.000","10533600.000","13800805.465","5852000.000","8347746.677"
"2000000544","03","02","00029","07","24","57480720.834","4438500.000","17754000.000","15713854.615","4971120.000","14603246.219"
"2000000545","03","02","00049","09","36","58548459.235","2814300.000","18762000.000","20291578.268","9381000.000","7299580.967"
"2000000546","03","02","00025","08","01","56678652.954","846100.000","15229800.000","20024181.212","8461000.000","12117571.742"
"2000000547","06","04","00040","01","24","326763451.035","24864999.999","99460000.000","92555987.036","27848800.000","82033664.000"
"2000000548","01","02","00030","07","24","29958659.986","427600.000","8552000.000","9693093.015","4276000.000","7009966.971"
"2000000549","00","01","00049","05","01","7615007.425","118899.999","2378000.000","2699829.639","582610.000","1835667.787"
"2000000550","03","02","00040","05","10","54140251.435","3492000.000","13968000.000","21276375.858","3911040.000","11492835.577"
"2000000551","02","02","00040","11","46","45775802.031","3331000.000","13324000.000","14376652.660","3730720.000","11013429.371"
"2000000552","01","02","00029","05","41","28021883.139","3565000.000","17825000.000","2885649.041","1782500.000","1963734.098"
"2000000553","01","01","00030","04","01","11209854.161","763000.000","3052000.000","6204574.161","1190280.000",""
"2000000554","02","02","00040","11","46","38890844.016","1848300.000","12322000.000","13841409.268","6161000.000","4718134.748"
"2000000555","02","02","00029","07","10","48041742.070","2274300.000","15162000.000","17178234.585","7581000.000","5846207.485"
"2000000556","03","02","00049","07","61","61164373.573","3766500.000","30132000.000","9869203.833","9039600.000","8357069.740"
"2000000557","03","02","00045","04","41","53688497.887","2873100.000","19154000.000","17228875.900","9193920.000","5238601.987"
"2000000558","02","02","00030","11","10","37281551.828","1473300.000","9822000.000","18523064.658","4714560.000","2748627.170"
"2000000559","01","02","00029","03","27","21314475.354","1020900.000","6806000.000","7441912.704","3403000.000","2642662.650"
"2000000560","05","03","00030","04","10","286083843.628","18575500.000","74302000.000","110739354.637","20804560.000","61662428.991"
"2000000561","01","01","00059","07","57","26622182.375","3316000.000","16580000.000","3232492.083","1658000.000","1835690.292"
"2000000562","05","03","00049","07","10","141585949.705","13643500.000","54574000.000","52084589.705","21283860.000",""
"2000000563","01","01","00030","07","","15374122.835","482700.000","3218000.000","9349538.431","1255020.000","1068864.404"
"2000000564","04","03","00050","05","10","81622599.862","10309000.000","51545000.000","8946888.930","5154500.000","5667210.932"
"2000000565","02","02","00039","03","10","48093116.466","3715500.000","14862000.000","13059740.461","4161360.000","12294516.005"
"2000000566","02","02","00030","04","46","46359366.851","653400.000","13068000.000","15209228.019","6534000.000","10894738.832"
"2000000567","02","02","00030","07","01","44812895.865","2505300.000","16702000.000","13593787.109","6513780.000","5498028.756"
"2000000568","02","02","00035","07","10","45721338.341","1460400.000","9736000.000","27513349.546","3797040.000","3214548.795"
"2000000569","05","03","00039","02","01","103825783.983","1643700.000","32874000.000","35597396.218","8054130.000","25656557.765"
"2000000570","02","02","00039","03","36","33771037.478","1837500.000","12250000.000","10837190.452","4777500.000","4068847.026"
"2000000571","01","01","00029","01","10","17251158.679","2198000.000","10990000.000","1743730.545","1099000.000","1220428.134"
"2000000572","05","03","00029","07","36","260159448.471","12417900.000","82786000.000","91545954.493","41393000.000","32016593.978"
"2000000573","03","02","00035","07","31","64129940.178","956100.000","17209800.000","22627967.363","9561000.000","13775072.815"
"2000000574","05","04","00030","09","41","273942484.549","18140000.000","72560000.000","94382980.909","29024000.000","59835503.640"
"2000000575","01","01","00045","07","10","23129516.148","2948000.000","14740000.000","2346892.981","1474000.000","1620623.167"
"2000000576","01","01","00035","07","10","18127081.568","276700.000","4980600.000","6092284.994","2767000.000","4010496.574"
"2000000577","01","01","00050","07","50","10904036.117","581700.000","3878000.000","3807321.674","950110.000","1686904.443"
"2000000578","01","01","00025","04","44","26353205.102","1829000.001","18290000.001","2964913.569","1280300.000","1988991.531"
"2000000579","01","01","00059","07","10","10568757.768","129400.000","2588000.000","5092568.599","634060.000","2124729.169"
"2000000580","04","02","00039","06","21","75203731.674","4620000.000","36960000.000","12274786.776","11088000.000","10260944.898"
"2000000581","07","04","00049","01","46","657512946.653","20549100.000","136994000.000","405492993.789","33563530.000","60913322.864"
"2000000582","02","02","00055","03","01","35418029.373","3352500.000","13410000.000","13425629.373","5229900.000",""
"2000000583","03","02","00029","07","01","53835828.998","2580300.000","17202000.000","18832938.604","8601000.000","6619590.394"
"2000000584","02","02","00050","13","54","38394270.474","548400.000","10968000.000","12185867.160","5484000.000","9208003.314"
"2000000585","01","01","00055","09","01","20095943.667","282700.000","5654000.000","6651311.840","2827000.000","4680931.827"
"2000000586","05","04","00029","07","01","271769787.329","4183800.000","83676000.000","98493812.630","20500620.000","64915554.699"
"2000000587","01","02","00029","07","01","19537324.719","1058100.000","7054000.000","6591622.604","1728230.000","3105372.115"
"2000000588","01","01","00050","10","41","15584955.909","1116000.000","4464000.000","4235566.069","2142720.000","3626669.840"
"2000000589","01","02","00030","07","01","22804654.486","360500.000","7210000.000","7497400.195","1766450.000","5970304.291"
"2000000590","05","03","00069","07","46","286343064.071","20209000.000","80836000.000","85328068.032","32334400.000","67635596.039"
"2000000591","05","04","00029","07","50","212382754.032","10157700.000","67718000.000","74589089.234","33859000.000","26058964.798"
"2000000592","01","01","00040","08","54","14650806.722","232800.000","4656000.000","5034329.535","1140720.000","3586957.187"
"2000000593","02","02","00055","11","10","41037672.781","1382100.000","9214000.000","22267579.915","4607000.000","3566992.866"
"2000000594","02","02","00049","07","10","48369379.404","3425000.000","13700000.000","13399742.299","6576000.000","11268637.105"
"2000000595","05","03","00039","07","46","137351506.370","2095300.000","37715400.000","46758658.629","20953000.000","29829147.741"
"2000000596","02","02","00035","07","54","44573542.127","2078400.000","13856000.000","25244422.127","3394720.000",""
"2000000597","05","03","00059","03","10","201291637.906","3173100.000","63462000.000","70556891.307","15548190.000","48551456.599"
"2000000598","03","02","00069","07","10","53879067.481","854499.999","17090000.000","18646898.494","4187050.000","13100618.988"
"2000000599","00","00","00040","05","01","9895672.835","156900.000","3138000.000","3242283.615","768810.000","2589679.220"
"2000000600","03","02","00029","13","10","51479164.944","2462100.000","16414000.000","18035425.040","8207000.000","6360639.904"
"2000000601","02","02","00045","06","10","37772720.154","1827900.000","12186000.000","20773250.154","2985570.000",""
"2000000602","03","02","00059","08","63","50287754.171","3542000.000","14168000.000","14011455.719","6800640.000","11765658.452"
"2000000603","03","02","00049","08","10","61475900.492","4223000.001","42230000.001","7339634.368","2956100.000","4727166.122"
"2000000604","05","03","00045","06","01","145084579.300","2194100.000","39493800.000","49685888.378","21941000.000","31769790.922"
"2000000605","02","02","00030","07","01","36728173.250","345100.000","6211800.000","21758127.091","3451000.000","4962146.159"
"2000000606","05","04","00055","03","34","258342643.710","3655200.000","73104000.000","84869443.451","36552000.000","60162000.259"
"2000000607","05","03","00030","08","34","183166882.100","7772700.000","51818000.000","54457654.416","25909000.000","43209527.684"
"2000000608","02","02","00040","08","10","49074612.397","3023000.001","24184000.000","7964939.288","7255200.000","6647473.108"
"2000000609","03","03","00045","03","10","57654783.542","3545000.001","28360000.000","9321211.050","8508000.000","7920572.491"
"2000000610","05","03","00025","08","10","117905395.597","1872500.001","37450000.000","40440992.482","9175250.000","28966653.114"
"2000000611","05","03","00039","04","46","122568373.327","1737800.000","34756000.000","40207686.684","17378000.000","28488886.643"
"2000000612","05","03","00030","09","10","177368345.339","23574000.000","94296000.000","20671538.502","","38826806.837"
"2000000613","02","02","00035","02","10","34942453.635","544500.000","10890000.000","12264194.650","2668050.000","8575708.985"
"2000000614","02","02","00049","07","36","37099201.510","1392600.000","9284000.000","19396516.088","4456320.000","2569765.422"
"2000000615","01","02","00055","01","01","16751370.532","1610500.000","6442000.000","6186490.532","2512380.000",""
"2000000616","01","02","00030","01","10","21709628.956","342900.000","6858000.000","7102968.426","1680210.000","5725550.530"
"2000000617","01","01","00040","09","46","17193595.029","243300.000","4866000.000","5618673.717","2433000.000","4032621.312"
"2000000618","05","03","00045","03","01","229446659.404","16236000.000","64944000.000","68242396.230","25977600.000","54046663.174"
"2000000619","03","03","00045","08","21","60656002.288","4426500.000","17706000.000","18817829.882","4957680.000","14747992.406"
"2000000620","05","03","00055","07","46","147420780.223","2083600.000","41672000.000","48225436.842","20836000.000","34603743.381"
"2000000621","02","02","00045","07","24","39574899.887","3018500.001","12074000.000","11008818.420","3380720.000","10092861.466"
"2000000622","07","06","00025","05","10","693805656.346","7924300.000","158486000.000","356697086.475","38829070.000","131869199.871"
"2000000623","02","02","00040","05","10","35361389.132","521700.000","10434000.000","10629296.430","5217000.000","8559392.702"
"2000000624","04","03","00025","04","46","78050962.564","4825500.000","38604000.000","12365508.596","11581200.000","10674753.968"
"2000000625","05","03","00035","05","63","126091942.566","6820800.000","45472000.000","39411354.700","21826560.000","12561227.866"
"2000000626","01","00","00030","03","10","23328495.905","278700.000","5574000.000","11455700.081","1365630.000","4654465.824"
"2000000627","03","02","00045","09","10","53599170.937","3850000.000","15400000.000","14091696.656","7392000.000","12865474.281"
"2000000628","02","02","00050","06","24","30605817.073","2227000.000","8908000.000","9636778.687","2494240.000","7339798.386"
"2000000629","05","04","00025","11","50","291621922.690","38909000.000","155636000.000","32372063.386","","64704859.304"
"2000000630","02","02","00049","08","01","49140482.154","3586500.000","14346000.000","15215796.356","4016880.000","11975305.798"
"2000000631","02","02","00059","09","27","36098279.639","1755900.000","11706000.000","12229060.794","5853000.000","4554318.845"
"2000000632","01","01","00035","07","10","15428823.147","824700.000","5498000.000","4939203.934","2639040.000","1527879.213"
"2000000633","02","02","00039","07","01","34091244.379","514300.000","9257400.000","11825592.607","5143000.000","7350951.772"
"2000000634","03","02","00040","02","31","57411477.647","3674000.000","14696000.000","22711509.604","4114880.000","12215088.043"
"2000000635","02","02","00025","07","31","35851816.328","2236500.000","17892000.000","5437783.483","5367600.000","4917932.845"
"2000000636","01","02","00020","11","44","22108004.197","1719999.999","6880000.000","5893970.189","1926400.000","5687634.009"
"2000000637","01","00","00030","03","21","15692839.296","193500.000","3870000.000","6509654.341","1935000.000","3184684.955"
"2000000638","02","02","00035","08","10","45757497.698","5789000.000","28945000.000","4927485.010","2894500.000","3201512.688"
"2000000639","02","02","00059","04","01","35211715.313","2667999.999","10672000.000","10106139.088","2988160.000","8777416.226"
"2000000640","05","03","00029","07","50","118508794.346","14906000.000","74530000.000","13301973.873","7453000.000","8317820.473"
"2000000641","01","02","00040","08","57","24455951.114","1510800.000","10072000.000","10405511.114","2467640.000",""
"2000000642","02","02","00039","07","10","40984712.567","3174999.999","12700000.000","11172329.460","3556000.000","10381383.108"
"2000000643","05","03","00059","08","30","189998597.724","7767900.000","51786000.000","61495581.926","25893000.000","43056115.798"
"2000000644","01","02","00029","10","46","28890523.933","1544700.000","10298000.000","9641655.122","4016220.000","3389948.811"
"2000000645","02","02","00039","13","10","35285457.997","1702200.000","11348000.000","12280602.435","5674000.000","4280655.562"
"2000000646","01","02","00045","09","57","28158133.881","1148400.000","7656000.000","9189521.805","3828000.000","6336212.076"
"2000000647","03","02","00040","07","10","51015690.764","789099.999","15782000.000","18419560.913","3866590.000","12158439.852"
"2000000648","02","02","00029","07","27","48653410.113","600700.000","12014000.000","23192372.580","2943430.000","9902907.533"
"2000000649","04","02","00030","08","50","71463350.909","4928000.000","19712000.000","22589079.374","7884800.000","16349471.535"
"2000000650","01","00","00030","01","36","23138042.499","2876000.000","14380000.000","2842372.495","1438000.000","1601670.004"
"2000000651","05","03","00025","08","01","142486952.726","9343500.000","37374000.000","54121118.083","10464720.000","31183614.643"
"2000000652","01","01","00050","05","01","20598586.735","1592000.001","6368000.000","5595381.458","1783040.000","5260165.276"
"2000000653","02","02","00065","07","50","39146289.909","2536800.000","16912000.000","15554049.909","4143440.000",""
"2000000654","05","04","00029","07","01","237542514.282","12691800.000","84612000.000","76344730.493","40613760.000","23280223.789"
"2000000655","01","01","00030","07","01","18895578.584","1024200.000","6828000.000","5862767.351","3277440.000","1903171.233"
"2000000656","02","02","00030","08","31","49499555.367","6221000.000","31105000.000","5605436.869","3110500.000","3457618.498"
"2000000657","02","02","00035","08","46","32746957.910","3102000.000","12408000.000","12397837.910","4839120.000",""
"2000000658","02","02","00055","07","10","36313398.461","1756500.000","11710000.000","12476718.565","5855000.000","4515179.896"
"2000000659","02","02","00055","05","10","37263723.132","2573499.999","25734999.999","4284533.698","1801450.000","2869239.436"
"2000000660","01","02","00040","08","10","27242397.073","1705200.000","11368000.000","11384037.073","2785160.000",""
