"그룹회사코드","마이데이터고객식별자","포트폴리오회원사진","포트폴리오이미지파일정보내용","캐릭터이미지명","공유이미지구분","별명","메일링이메일주소EC","포트폴리오메일링신청여부","이메일주소공개여부","댓글사용여부","포트폴리오공개여부","포트폴리오공개여부최초등록일시","포트폴리오공개여부최종수정일시","직업군공개여부","성별공개여부","금융비금융자산공개여부","시도공개여부","시군구공개여부","추가정보내용","추가정보공개여부","금융자산소득구간구분","금융비금융자산구간구분","CRM연령구분","회원연령","직업군대분류구분","거주시도구분","거주시군구구분","개인정보수집이용동의여부","개인정보수집이용동의일시","최초접속일시","푸쉬수신여부","푸쉬최초등록일시","푸쉬최종변경일시","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000573",,PNG,avatar31.png,"1",스톡홀름 다리우스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",34,"07","31","3113","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000574",,PNG,avatar13.png,"1",카이로 갓개매취,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00030",33,"09","41","4103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000575",,PNG,avatar30.png,"1",파리 재스민,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00045",46,"07","10","1004","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000576",,PNG,avatar11.png,"1",홍콩 크누드 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00035",35,"07","10","1012","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000577",,PNG,avatar28.png,"1",발파라이소 필리프,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00050",51,"07","50","5017","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000578",,PNG,avatar38.png,"1",키토 키루스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00025",25,"04","44","4403","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000579",,PNG,avatar30.png,"1",브라티슬라바 헬리오토로프,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00059",58,"07","10","1007","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000580",,PNG,avatar24.png,"1",춘천 샤를 6세,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00039",37,"06","21","2104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000581",,PNG,avatar34.png,"1",카이로 박하,"","0","0","1","1","","","1","0","1","1","0","","0","07","04","00049",49,"01","46","4602","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000582",,PNG,avatar6.png,"1",바르샤바 펜 오키드,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",55,"03","01","0101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000583",,PNG,avatar26.png,"1",베네치아 루이 8세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00029",29,"07","01","0102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000584",,PNG,avatar21.png,"1",춘천 람세스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00050",51,"13","54","5407","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000585",,PNG,avatar13.png,"1",코르도바 아바스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00055",55,"09","01","0119","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000586",,PNG,avatar29.png,"1",워싱턴 D.C 사르곤 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00029",27,"07","01","0101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000587",,PNG,avatar33.png,"1",부산 카를루스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00029",29,"07","01","0110","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000588",,PNG,avatar24.png,"1",파리 미카엘 3세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00050",50,"10","41","4101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000589",,PNG,avatar10.png,"1",제천 카지미에시 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00030",30,"07","01","0109","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000590",,PNG,avatar6.png,"1",런던 카를로스 2세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00069",69,"07","46","4613","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000591",,PNG,avatar32.png,"1",베네치아 앨프레드 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00029",29,"07","50","5016","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000592",,PNG,avatar8.png,"1",서산 쉴레이만 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00040",40,"08","54","5403","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000593",,PNG,avatar38.png,"1",코르도바 창포,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",56,"11","10","1001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000594",,PNG,avatar10.png,"1",아덴 민들레,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",47,"07","10","1017","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000595",,PNG,avatar16.png,"1",사마르칸트 해당화,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00039",38,"07","46","4603","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000596",,PNG,avatar5.png,"1",코르도바 스벤 1세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00035",36,"07","54","5402","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000597",,PNG,avatar22.png,"1",홍콩 참제비고깔,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00059",58,"03","10","1001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000598",,PNG,avatar9.png,"1",뮌헨 키루스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00069",68,"07","10","1002","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000599",,PNG,avatar8.png,"1",프라하 시스터스,"","0","0","1","1","","","1","0","1","1","0","","0","00","00","00040",40,"05","01","0104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000600",,PNG,avatar35.png,"1",서울 페르난도 7세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00029",27,"13","10","1019","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000601",,PNG,avatar8.png,"1",양곤 앰브로시아,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00045",46,"06","10","1014","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000602",,PNG,avatar1.png,"1",제천 마르쿠스 아우렐리우스,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00059",59,"08","63","6301","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000603",,PNG,avatar25.png,"1",바르셀로나 유대 헤로데 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00049",49,"08","10","1009","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000604",,PNG,avatar3.png,"1",암만 카지미에시 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",46,"06","01","0118","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000605",,PNG,avatar18.png,"1",광명 카니슈카 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",30,"07","01","0121","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000606",,PNG,avatar15.png,"1",사천 테오도시우스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00055",55,"03","34","3401","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000607",,PNG,avatar20.png,"1",수원 루이 16세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",31,"08","34","3401","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000608",,PNG,avatar15.png,"1",탈린 퀘이킹 그라스,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00040",43,"08","10","1010","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000609",,PNG,avatar2.png,"1",리스본 필리프 3세,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00045",45,"03","10","1026","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000610",,PNG,avatar27.png,"1",아덴 알렉산드로스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00025",24,"08","10","1024","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000611",,PNG,avatar32.png,"1",사나 범의귀,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00039",39,"04","46","4615","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000612",,PNG,avatar14.png,"1",상트페테르부르크 플라타너스,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",32,"09","10","1025","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000613",,PNG,avatar6.png,"1",코펜하겐 악바르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00035",34,"02","10","1030","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000614",,PNG,avatar10.png,"1",상트페테르부르크 티무르 베그 구르카니,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",48,"07","36","3619","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000615",,PNG,avatar19.png,"1",사마르칸트 티무르 베그 구르카니,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00055",55,"01","01","0112","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000616",,PNG,avatar26.png,"1",영주 크누드 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00030",31,"01","10","1029","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000617",,PNG,avatar23.png,"1",그라나다 진달래,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00040",43,"09","46","4606","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000618",,PNG,avatar7.png,"1",구미 카메하메하 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",46,"03","01","0117","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000619",,PNG,avatar34.png,"1",바르셀로나 프톨레마이오스 3세,"","0","0","1","1","","","1","0","1","1","0","","0","03","03","00045",44,"08","21","2104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000620",,PNG,avatar35.png,"1",여수 아소카 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00055",55,"07","46","4609","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000621",,PNG,avatar12.png,"1",안트베르펜 아네모네,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00045",44,"07","24","2409","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000622",,PNG,avatar15.png,"1",시카고 봉선화,"","0","0","1","1","","","1","0","1","1","0","","0","07","06","00025",24,"05","10","1005","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000623",,PNG,avatar23.png,"1",몬테비데오 안티오코스 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00040",43,"05","10","1030","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000624",,PNG,avatar16.png,"1",호치민 아카시아,"","0","0","1","1","","","1","0","1","1","0","","0","04","03","00025",26,"04","46","4606","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000625",,PNG,avatar30.png,"1",워싱턴 D.C 스피리아,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00035",35,"05","63","6302","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000626",,PNG,avatar1.png,"1",삼척 윌리엄 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","00","00030",30,"03","10","1018","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000627",,PNG,avatar38.png,"1",속초 샤를 6세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00045",46,"09","10","1007","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000628",,PNG,avatar15.png,"1",코펜하겐 발데마르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00050",51,"06","24","2416","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000629",,PNG,avatar39.png,"1",상하이 산옥잠화,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00025",25,"11","50","5012","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000630",,PNG,avatar7.png,"1",양곤 사르곤 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",49,"08","01","0118","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000631",,PNG,avatar2.png,"1",사마르칸트 패모,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00059",57,"09","27","2709","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000632",,PNG,avatar15.png,"1",두브로브니크 바카리스,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00035",35,"07","10","1031","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000633",,PNG,avatar2.png,"1",라호르 박하,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",37,"07","01","0115","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000634",,PNG,avatar27.png,"1",케이프타운 클로타르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00040",43,"02","31","3101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000635",,PNG,avatar38.png,"1",키토 이반 대제,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00025",26,"07","31","3110","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000636",,PNG,avatar33.png,"1",이스파한 펜 오키드,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00020",20,"11","44","4402","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000637",,PNG,avatar14.png,"1",부다페스트 자목련,"","0","0","1","1","","","1","0","1","1","0","","0","01","00","00030",33,"03","21","2108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000638",,PNG,avatar39.png,"1",피렌체 산옥잠화,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00035",35,"08","10","1025","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000639",,PNG,avatar12.png,"1",페낭 에드워드 1세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00059",59,"04","01","0123","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000640",,PNG,avatar7.png,"1",탈린 루이 16세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00029",27,"07","50","5013","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000641",,PNG,avatar12.png,"1",밀양 클로타르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00040",42,"08","57","5710","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000642",,PNG,avatar9.png,"1",호치민 안스륨,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",38,"07","10","1005","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000643",,PNG,avatar12.png,"1",목포 콘스탄티누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00059",58,"08","30","3001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000644",,PNG,avatar16.png,"1",통영 프로이센 프리드리히 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00029",29,"10","46","4605","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000645",,PNG,avatar15.png,"1",파리 랑캄행 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",37,"13","10","1015","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000646",,PNG,avatar33.png,"1",베른 앰브로시아,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00045",45,"09","57","5721","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000647",,PNG,avatar24.png,"1",리마 시클라멘,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00040",41,"07","10","1005","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000648",,PNG,avatar17.png,"1",울산 티무르 베그 구르카니,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",29,"07","27","2711","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000649",,PNG,avatar36.png,"1",스톡홀름 참제비고깔,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00030",31,"08","50","5018","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000650",,PNG,avatar37.png,"1",오산 헨리 1세,"","0","0","1","1","","","1","0","1","1","0","","0","01","00","00030",30,"01","36","3618","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000651",,PNG,avatar22.png,"1",키토 에드워드 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00025",25,"08","01","0114","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000652",,PNG,avatar35.png,"1",창원 프로이센 프리드리히 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00050",53,"05","01","0108","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000653",,PNG,avatar16.png,"1",뮌헨 왈라키아 블라드 3세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00065",64,"07","50","5001","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000654",,PNG,avatar5.png,"1",브뤼셀 왈라키아 블라드 3세,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00029",29,"07","01","0119","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000655",,PNG,avatar13.png,"1",포항 주원장,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00030",31,"07","01","0105","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000656",,PNG,avatar6.png,"1",속초 필리프 2세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",31,"08","31","3104","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000657",,PNG,avatar31.png,"1",다마스쿠스 앙리 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00035",34,"08","46","4611","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000658",,PNG,avatar8.png,"1",그라나다 무궁화,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",54,"07","10","1023","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000659",,PNG,avatar12.png,"1",경산 루도비코스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",55,"05","10","1026","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000660",,PNG,avatar18.png,"1",취리히 봉선화,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00040",41,"08","10","1004","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000661",,PNG,avatar2.png,"1",피렌체 페르난도 7세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",37,"09","01","0103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000662",,PNG,avatar21.png,"1",드레스덴 글라디올러스,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00039",38,"06","61","6102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000663",,PNG,avatar6.png,"1",안트베르펜 물망초,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00050",53,"07","01","0116","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000664",,PNG,avatar19.png,"1",아덴 샤푸르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","00","01","00030",31,"04","24","2418","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000665",,PNG,avatar34.png,"1",코르도바,"","0","0","1","1","","","1","0","1","1","0","","0","99",,"00039",39,"12","10","1005","1",,,,,,"2021-08-27 14:06:27",SYSTEM
KB0,"2000000666",,PNG,avatar23.png,"1",니스 은방울꽃,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00040",41,"08","10","1011","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000667",,PNG,avatar7.png,"1",양곤 스위트피,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",44,"09","01","0103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000668",,PNG,avatar2.png,"1",코펜하겐 페르난도 7세,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",27,"07","27","2706","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000669",,PNG,avatar14.png,"1",라오어의 미국주식 무한매수법,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",27,"07","50","5002","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000670",,PNG,avatar32.png,"1",김포 다비트 4세,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00039",37,"08","01","0121","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000671",,PNG,avatar37.png,"1",논산 프랑스 루이 13세,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00025",24,"06","27","2702","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000672",,PNG,avatar1.png,"1",아덴 샤를 6세,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00029",28,"08","36","3609","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000673",,PNG,avatar35.png,"1",이스탄불 흑종초,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00029",29,"09","21","2105","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000674",,PNG,avatar21.png,"1",동해 티무르 베그 구르카니,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00035",35,"04","10","1022","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000675",,PNG,avatar39.png,"1",포항 다비트 4세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00030",33,"07","41","4107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000676",,PNG,avatar4.png,"1",샌디에이고 후아나 1세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00055",54,"09","21","2110","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000677",,PNG,avatar35.png,"1",영천 카를루스 1세,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00030",31,"09","57","5702","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000678",,PNG,avatar11.png,"1",카를로비바리 루이 8세,"","0","0","1","1","","","1","0","1","1","0","","0","01","02","00030",31,"07","01","0121","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000679",,PNG,avatar32.png,"1",논산 타마르 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00025",26,"04","10","1009","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000680",,PNG,avatar15.png,"1",페스 스피리아,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00025",25,"07","50","5017","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000681",,PNG,avatar37.png,"1",사마르칸트 스위트피,"","0","0","1","1","","","1","0","1","1","0","","0","06","03","00029",27,"07","21","2102","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000682",,PNG,avatar28.png,"1",이스파한 황금싸리,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00020",20,"08","10","1026","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000683",,PNG,avatar19.png,"1",프라하 악바르 대제,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00025",26,"08","01","0107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000684",,PNG,avatar31.png,"1",모스크바 은방울꽃,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00055",56,"02","21","2106","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000685",,PNG,avatar36.png,"1",델리 아라비아의 별,"","0","0","1","1","","","1","0","1","1","0","","0","05","04","00045",44,"04","46","4602","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000686",,PNG,avatar33.png,"1",발파라이소 다리우스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00039",39,"10","21","2107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000687",,PNG,avatar39.png,"1",카트만두 박하,"","0","0","1","1","","","1","0","1","1","0","","0","00","01","00040",41,"03","01","0122","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000688",,PNG,avatar1.png,"1",마드리드 발데마르 2세,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00035",34,"07","01","0111","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000689",,PNG,avatar18.png,"1",아덴 키루스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",45,"07","10","1002","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000690",,PNG,avatar29.png,"1",공주 크세르크세스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00049",48,"07","50","5012","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000691",,PNG,avatar29.png,"1",베른 메리골드,"","0","0","1","1","","","1","0","1","1","0","","0","06","04","00045",44,"07","01","0125","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000692",,PNG,avatar33.png,"1",거제 샤를,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",34,"07","44","4403","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000693",,PNG,avatar29.png,"1",뉴올리언스 진시황,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00039",37,"07","41","4107","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000694",,PNG,avatar35.png,"1",서귀포 프로이센 프리드리히 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00059",59,"03","10","1009","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000695",,PNG,avatar24.png,"1",안성 당태종,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00049",48,"06","36","3604","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000696",,PNG,avatar13.png,"1",상하이 바카리스,"","0","0","1","1","","","1","0","1","1","0","","0","01","01","00039",39,"07","10","1013","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000697",,PNG,avatar1.png,"1",용인 발렌티니아누스 대제,"","0","0","1","1","","","1","0","1","1","0","","0","04","02","00029",28,"13","10","1030","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000698",,PNG,avatar36.png,"1",이스탄불 은매화,"","0","0","1","1","","","1","0","1","1","0","","0","05","03","00045",44,"02","27","2710","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000699",,PNG,avatar4.png,"1",탈린 빙카,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00030",33,"04","41","4103","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000700",,PNG,avatar36.png,"1",복사꽃,"","0","0","1","1","","","1","0","1","1","0","","0","03","02","00035",36,"04","31","3101","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000701",,PNG,avatar8.png,"1",화성 한노 대왕,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00030",31,"11","24","2407","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000702",,PNG,avatar24.png,"1",방콕 아도니스,"","0","0","1","1","","","1","0","1","1","0","","0","02","01","00055",54,"07","10","1029","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000703",,PNG,avatar1.png,"1",강릉 앰브로시아,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00029",28,"07","31","3112","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000704",,PNG,avatar21.png,"1",다마스쿠스 조팝나무꽃,"","0","0","1","1","","","1","0","1","1","0","","0","02","02","00039",39,"04","01","0125","1",,,,,,"2021-08-27 01:07",S016217
KB0,"2000000705",,PNG,avatar28.png,"1",케이프타운 흰제비꽃,"","0","0","1","1","","","1","0","1","1","0","","0","07","04","00059",57,"13","54","5414","1",,,,,,"2021-08-27 01:07",S016217
