"그룹회사코드","마이데이터고객식별자","기준년월일","금융자산집계금액","비금융자산집계금액","부채집계금액","현금자산집계금액","예금자산집계금액","투자자산집계금액","보험자산집계금액","연금자산집계금액","전월대비금융자산증감비율","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000346","20210826",41944808.985,,,2256000.000,15040000.000,14162354.760,3684800.000,6801654.225,-23.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000347","20210826",39847715.155,,,570900.000,11418000.000,12677958.170,5709000.000,9471856.985,-23.02000,"2021-08-26 20:24:37",S016217
KB0,"2000000348","20210826",4901496.520,,,312300.000,2082000.000,1997106.520,510090.000,,-28.10000,"2021-08-26 20:24:37",S016217
KB0,"2000000349","20210826",35942225.145,,,533600.000,9604800.000,12733767.509,5336000.000,7734057.636,-23.44000,"2021-08-26 20:24:37",S016217
KB0,"2000000350","20210826",158630579.317,,,14922500.000,59690000.000,60738979.317,23279100.000,,-25.73000,"2021-08-26 20:24:37",S016217
KB0,"2000000351","20210826",40226761.836,,,590300.001,11806000.000,12112945.863,5903000.000,9814515.972,-20.53000,"2021-08-26 20:24:37",S016217
KB0,"2000000352","20210826",8797521.120,,,1165000.000,4660000.000,1043507.428,,1929013.692,-8.54000,"2021-08-26 20:24:37",S016217
KB0,"2000000353","20210826",56110189.635,,,2678100.000,17854000.000,19773784.013,8927000.000,6877305.622,-25.09000,"2021-08-26 20:24:37",S016217
KB0,"2000000354","20210826",58876942.666,,,2045700.000,13638000.000,33407308.623,5318820.000,4467114.043,11.94000,"2021-08-26 20:24:37",S016217
KB0,"2000000355","20210826",34748389.503,,,1909500.000,12730000.000,10999358.945,4964700.000,4144830.558,-24.02000,"2021-08-26 20:24:37",S016217
KB0,"2000000356","20210826",35863538.738,,,1940700.000,12938000.000,12170273.197,3169810.000,5644755.541,-23.83000,"2021-08-26 20:24:37",S016217
KB0,"2000000357","20210826",37120247.665,,,2577000.000,25770000.000,4147268.752,1803900.000,2822078.913,-10.32000,"2021-08-26 20:24:37",S016217
KB0,"2000000358","20210826",34731686.122,,,510399.999,10208000.000,10488900.683,5104000.000,8420385.440,-21.36000,"2021-08-26 20:24:37",S016217
KB0,"2000000359","20210826",27163483.826,,,2643500.000,10574000.000,9822123.826,4123860.000,,-28.98000,"2021-08-26 20:24:37",S016217
KB0,"2000000360","20210826",54170751.706,,,4151499.999,16606000.000,14897576.092,4649680.000,13865995.615,-19.63000,"2021-08-26 20:24:37",S016217
KB0,"2000000361","20210826",37298116.352,,,1453800.000,9692000.000,18822807.922,4652160.000,2677348.430,1.68000,"2021-08-26 20:24:37",S016217
KB0,"2000000362","20210826",51068061.425,,,2154900.000,14366000.000,15503612.894,7183000.000,11860548.531,-21.91000,"2021-08-26 20:24:37",S016217
KB0,"2000000363","20210826",16673359.773,,,2115000.000,10575000.000,1771255.090,1057500.000,1154604.683,-9.02000,"2021-08-26 20:24:37",S016217
KB0,"2000000364","20210826",34678916.822,,,1671500.000,6686000.000,17540604.413,3209280.000,5571532.409,10.75000,"2021-08-26 20:24:37",S016217
KB0,"2000000365","20210826",8303738.073,,,589000.000,2356000.000,2302307.837,1130880.000,1925550.236,-20.13000,"2021-08-26 20:24:37",S016217
KB0,"2000000366","20210826",45577239.674,,,4235000.000,16940000.000,17795639.674,6606600.000,,-24.18000,"2021-08-26 20:24:37",S016217
KB0,"2000000367","20210826",51471606.486,,,3975000.000,15900000.000,13806567.615,4452000.000,13338038.871,-20.08000,"2021-08-26 20:24:37",S016217
KB0,"2000000368","20210826",256659358.792,,,8703900.000,58026000.000,147987487.002,22630140.000,19311831.790,13.71000,"2021-08-26 20:24:37",S016217
KB0,"2000000369","20210826",11121091.208,,,711500.000,2846000.000,6453651.208,1109940.000,,4.06000,"2021-08-26 20:24:37",S016217
KB0,"2000000370","20210826",45616145.529,,,3360500.000,13442000.000,13974200.742,3763760.000,11075684.787,-22.34000,"2021-08-26 20:24:37",S016217
KB0,"2000000371","20210826",49591131.882,,,3258500.000,13034000.000,18756619.841,3649520.000,10892492.041,-14.53000,"2021-08-26 20:24:37",S016217
KB0,"2000000372","20210826",28084362.805,,,2124500.001,8498000.000,8080031.099,2379440.000,7002391.705,-19.19000,"2021-08-26 20:24:37",S016217
KB0,"2000000373","20210826",2502392592.865,,,35587100.000,711742000.000,809353317.607,355871000.000,589839175.258,-22.17000,"2021-08-26 20:24:37",S016217
KB0,"2000000374","20210826",43427254.017,,,2147100.000,14314000.000,23459224.017,3506930.000,,-12.09000,"2021-08-26 20:24:37",S016217
KB0,"2000000375","20210826",15034513.051,,,936000.000,6240000.000,6329713.051,1528800.000,,-26.72000,"2021-08-26 20:24:37",S016217
KB0,"2000000376","20210826",18388894.250,,,1151400.000,7676000.000,7680874.250,1880620.000,,-26.96000,"2021-08-26 20:24:37",S016217
KB0,"2000000377","20210826",11118258.309,,,115000.000,2300000.000,5641470.067,1150000.000,1911788.242,2.64000,"2021-08-26 20:24:37",S016217
KB0,"2000000378","20210826",55641905.744,,,1689300.000,11262000.000,34993329.046,2759190.000,4938086.698,23.70000,"2021-08-26 20:24:37",S016217
KB0,"2000000379","20210826",40749132.900,,,2541999.999,20336000.000,6230509.168,6100800.000,5539823.733,-13.40000,"2021-08-26 20:24:37",S016217
KB0,"2000000380","20210826",278018230.627,,,20426000.000,81704000.000,84540743.191,22877120.000,68470367.436,-23.09000,"2021-08-26 20:24:37",S016217
KB0,"2000000381","20210826",335863749.743,,,24324000.000,97296000.000,105783191.057,27242880.000,81217678.686,-21.33000,"2021-08-26 20:24:37",S016217
KB0,"2000000382","20210826",57934432.144,,,2730600.000,18204000.000,20822423.185,9102000.000,7075408.959,-25.71000,"2021-08-26 20:24:37",S016217
KB0,"2000000383","20210826",65139290.067,,,990400.000,17827200.000,22219217.347,9904000.000,14198472.720,-24.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000384","20210826",7473912.090,,,350400.000,2336000.000,2714282.404,1168000.000,905229.686,-23.75000,"2021-08-26 20:24:37",S016217
KB0,"2000000385","20210826",497599448.891,,,36782000.000,147128000.000,151902979.801,41195840.000,120590629.090,-22.98000,"2021-08-26 20:24:37",S016217
KB0,"2000000386","20210826",11717642.248,,,167300.000,3346000.000,3750130.859,1673000.000,2781211.389,-23.21000,"2021-08-26 20:24:37",S016217
KB0,"2000000387","20210826",89604203.507,,,1287600.000,25752000.000,28537879.676,12876000.000,21150723.831,-22.82000,"2021-08-26 20:24:37",S016217
KB0,"2000000388","20210826",36383223.612,,,2318700.000,15458000.000,14819313.612,3787210.000,,-29.73000,"2021-08-26 20:24:37",S016217
KB0,"2000000389","20210826",35700827.441,,,2503000.000,10012000.000,10810605.517,4004800.000,8370421.924,-21.20000,"2021-08-26 20:24:37",S016217
KB0,"2000000390","20210826",10319038.904,,,1310000.000,6550000.000,1084599.247,655000.000,719439.657,-8.94000,"2021-08-26 20:24:37",S016217
KB0,"2000000391","20210826",38945359.854,,,2676500.001,26765000.001,4681673.264,1873550.000,2948636.588,-9.54000,"2021-08-26 20:24:37",S016217
KB0,"2000000392","20210826",25200079.260,,,1620600.000,10804000.000,10128499.260,2646980.000,,-29.69000,"2021-08-26 20:24:37",S016217
KB0,"2000000393","20210826",45276631.135,,,6068000.000,24272000.000,4879107.886,,10057523.249,-9.28000,"2021-08-26 20:24:37",S016217
KB0,"2000000394","20210826",269473233.784,,,25166000.000,100664000.000,104384273.784,39258960.000,,-26.31000,"2021-08-26 20:24:37",S016217
KB0,"2000000395","20210826",26653588.636,,,401500.000,7227000.000,9265690.720,4015000.000,5744397.916,-23.63000,"2021-08-26 20:24:37",S016217
KB0,"2000000396","20210826",51354181.050,,,4967000.000,19868000.000,18770661.050,7748520.000,,-25.33000,"2021-08-26 20:24:37",S016217
KB0,"2000000397","20210826",72699650.760,,,9227000.000,46135000.000,7676937.960,4613500.000,5047212.800,-9.30000,"2021-08-26 20:24:37",S016217
KB0,"2000000398","20210826",28352232.422,,,321900.000,6438000.000,15050237.627,1577310.000,4964784.795,-0.10000,"2021-08-26 20:24:37",S016217
KB0,"2000000399","20210826",17524270.390,,,579600.000,3864000.000,9654298.113,1932000.000,1494372.277,2.85000,"2021-08-26 20:24:37",S016217
KB0,"2000000400","20210826",43016582.510,,,3049000.000,12196000.000,11819005.473,5854080.000,10098497.037,-19.38000,"2021-08-26 20:24:37",S016217
KB0,"2000000401","20210826",35911405.588,,,1900800.000,12672000.000,11807480.104,6082560.000,3448565.484,-21.48000,"2021-08-26 20:24:37",S016217
KB0,"2000000402","20210826",46422852.656,,,3329500.000,13318000.000,15049601.617,3729040.000,10996711.039,-20.65000,"2021-08-26 20:24:37",S016217
KB0,"2000000403","20210826",40048420.103,,,582399.999,11648000.000,12261499.104,5824000.000,9732521.000,-20.15000,"2021-08-26 20:24:37",S016217
KB0,"2000000404","20210826",116031681.714,,,1357400.000,27148000.000,58330824.031,6651260.000,22544197.683,0.20000,"2021-08-26 20:24:37",S016217
KB0,"2000000405","20210826",38257835.904,,,2126400.000,14176000.000,11262212.749,6804480.000,3888743.155,-24.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000406","20210826",527771060.020,,,8453200.000,169064000.000,169754683.727,41420680.000,139078496.293,-23.65000,"2021-08-26 20:24:37",S016217
KB0,"2000000407","20210826",40373971.078,,,2182800.000,14552000.000,13135218.367,5675280.000,4828672.711,-23.07000,"2021-08-26 20:24:37",S016217
KB0,"2000000408","20210826",28110970.951,,,1768200.000,11788000.000,11666710.951,2888060.000,,-27.06000,"2021-08-26 20:24:37",S016217
KB0,"2000000409","20210826",152646051.566,,,20266000.000,81064000.000,17747638.542,,33568413.024,-8.30000,"2021-08-26 20:24:37",S016217
KB0,"2000000410","20210826",47643791.329,,,1985400.000,13236000.000,14791562.297,6618000.000,11012829.032,-21.59000,"2021-08-26 20:24:37",S016217
KB0,"2000000411","20210826",228067136.732,,,12236400.000,81576000.000,74963654.841,31814640.000,27476441.891,-22.65000,"2021-08-26 20:24:37",S016217
KB0,"2000000412","20210826",60349545.029,,,3924500.000,15698000.000,23352453.794,4395440.000,12979151.235,-14.37000,"2021-08-26 20:24:37",S016217
KB0,"2000000413","20210826",54738508.527,,,3838000.000,15352000.000,16768706.787,6140800.000,12639001.740,-21.07000,"2021-08-26 20:24:37",S016217
KB0,"2000000414","20210826",8672030.586,,,131300.000,2363400.000,2982008.233,1313000.000,1882322.353,-25.09000,"2021-08-26 20:24:37",S016217
KB0,"2000000415","20210826",180632269.006,,,12742500.000,50970000.000,54885246.710,20388000.000,41646522.296,-20.65000,"2021-08-26 20:24:37",S016217
KB0,"2000000416","20210826",33139450.590,,,467700.000,9354000.000,10850141.376,4677000.000,7790609.214,-21.97000,"2021-08-26 20:24:37",S016217
KB0,"2000000417","20210826",63483552.035,,,3965499.999,31724000.000,9530893.781,9517200.000,8745958.255,-12.97000,"2021-08-26 20:24:37",S016217
KB0,"2000000418","20210826",32665082.339,,,1778400.000,11856000.000,10927437.962,2904720.000,5198524.377,-23.92000,"2021-08-26 20:24:37",S016217
KB0,"2000000419","20210826",116523916.141,,,5356200.000,35708000.000,66711256.141,8748460.000,,-4.11000,"2021-08-26 20:24:37",S016217
KB0,"2000000420","20210826",29743170.178,,,1257900.000,8386000.000,8977315.669,4193000.000,6928954.509,-21.90000,"2021-08-26 20:24:37",S016217
KB0,"2000000421","20210826",33666080.264,,,2101500.000,16812000.000,5110894.936,5043600.000,4598085.328,-13.41000,"2021-08-26 20:24:37",S016217
KB0,"2000000422","20210826",46961010.515,,,751200.000,15024000.000,15034300.268,3680880.000,12470630.247,-23.00000,"2021-08-26 20:24:37",S016217
KB0,"2000000423","20210826",95355398.855,,,5276100.000,35174000.000,29585453.305,13717860.000,11601985.550,-23.30000,"2021-08-26 20:24:37",S016217
KB0,"2000000424","20210826",244771290.529,,,12846900.000,85646000.000,87965646.936,20983270.000,37329473.593,-20.82000,"2021-08-26 20:24:37",S016217
KB0,"2000000425","20210826",654475511.715,,,82802000.000,414010000.000,70149249.270,41401000.000,46113262.445,-9.89000,"2021-08-26 20:24:37",S016217
KB0,"2000000426","20210826",188973037.608,,,13688000.000,54752000.000,60017513.500,15330560.000,45184964.108,-21.57000,"2021-08-26 20:24:37",S016217
KB0,"2000000427","20210826",165112182.121,,,8729000.001,69832000.000,46483455.336,20949600.000,19118126.784,-0.06000,"2021-08-26 20:24:37",S016217
KB0,"2000000428","20210826",112819721.863,,,1609500.000,32190000.000,36061685.523,16095000.000,26863536.340,-23.73000,"2021-08-26 20:24:37",S016217
KB0,"2000000429","20210826",73945445.713,,,4765500.000,19062000.000,42683765.713,7434180.000,,1.68000,"2021-08-26 20:24:37",S016217
KB0,"2000000430","20210826",49002649.092,,,2046600.000,13644000.000,15184989.304,6822000.000,11305059.788,-22.11000,"2021-08-26 20:24:37",S016217
KB0,"2000000431","20210826",74074640.329,,,4565000.001,36520000.000,11915066.547,10956000.000,10118573.781,-11.81000,"2021-08-26 20:24:37",S016217
KB0,"2000000432","20210826",39212107.293,,,627800.000,12556000.000,12484150.715,3076220.000,10467936.578,-22.69000,"2021-08-26 20:24:37",S016217
KB0,"2000000433","20210826",351627964.268,,,5191100.001,103822000.000,104158214.544,51911000.000,86545649.723,-21.85000,"2021-08-26 20:24:37",S016217
KB0,"2000000434","20210826",41524934.958,,,1959600.000,13064000.000,14957106.411,6532000.000,5012228.547,-24.12000,"2021-08-26 20:24:37",S016217
KB0,"2000000435","20210826",279944210.342,,,19335000.000,193350000.000,32402773.913,13534500.000,21321936.429,-9.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000436","20210826",35206056.180,,,1674900.000,11166000.000,12450883.858,5583000.000,4331272.322,-24.80000,"2021-08-26 20:24:37",S016217
KB0,"2000000437","20210826",40426747.795,,,5109000.000,25545000.000,4384335.854,2554500.000,2833911.941,-8.73000,"2021-08-26 20:24:37",S016217
KB0,"2000000438","20210826",208328028.998,,,26397000.000,131985000.000,22134555.514,13198500.000,14612973.484,-8.44000,"2021-08-26 20:24:37",S016217
KB0,"2000000439","20210826",55079416.191,,,2569500.000,10278000.000,28791544.819,4933440.000,8506931.372,12.97000,"2021-08-26 20:24:37",S016217
KB0,"2000000440","20210826",62093444.413,,,2949300.000,19662000.000,22084983.922,9831000.000,7566160.491,-24.68000,"2021-08-26 20:24:37",S016217
KB0,"2000000441","20210826",31286904.327,,,1083900.000,7226000.000,16555462.136,3613000.000,2808542.191,-0.38000,"2021-08-26 20:24:37",S016217
KB0,"2000000442","20210826",35335292.020,,,1860900.000,12406000.000,12129853.538,4838340.000,4100198.482,-21.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000443","20210826",60683135.521,,,1772700.000,11818000.000,31401265.891,5909000.000,9782169.630,4.79000,"2021-08-26 20:24:37",S016217
KB0,"2000000444","20210826",63376187.739,,,3426600.000,22844000.000,19823721.968,10965120.000,6316745.771,-23.50000,"2021-08-26 20:24:37",S016217
KB0,"2000000445","20210826",464771992.639,,,17737500.000,118250000.000,238866994.605,56760000.000,33157498.034,2.08000,"2021-08-26 20:24:37",S016217
KB0,"2000000446","20210826",36765481.350,,,3623000.000,14492000.000,12998601.350,5651880.000,,-28.21000,"2021-08-26 20:24:37",S016217
KB0,"2000000447","20210826",185486946.467,,,24484000.000,97936000.000,22524374.948,,40542571.519,-8.24000,"2021-08-26 20:24:37",S016217
KB0,"2000000448","20210826",35405253.931,,,1906800.000,12712000.000,12002826.553,3114440.000,5669187.378,-24.64000,"2021-08-26 20:24:37",S016217
KB0,"2000000449","20210826",5469297.144,,,405500.000,1622000.000,1641469.787,454160.000,1346167.357,-22.35000,"2021-08-26 20:24:37",S016217
KB0,"2000000450","20210826",406001196.823,,,5894499.999,117890000.000,124907308.233,58945000.000,98364388.591,-21.53000,"2021-08-26 20:24:37",S016217
KB0,"2000000451","20210826",63931332.383,,,975400.000,17557200.000,21563473.288,9754000.000,14081259.095,-24.26000,"2021-08-26 20:24:37",S016217
KB0,"2000000452","20210826",30834877.779,,,2910000.000,11640000.000,11745277.779,4539600.000,,-25.78000,"2021-08-26 20:24:37",S016217
KB0,"2000000453","20210826",64269871.327,,,4504000.000,18016000.000,18063255.105,8647680.000,15038936.222,-18.44000,"2021-08-26 20:24:37",S016217
KB0,"2000000454","20210826",198201378.745,,,12310500.000,98484000.000,31086853.532,29545200.000,26774825.213,-12.59000,"2021-08-26 20:24:37",S016217
KB0,"2000000455","20210826",65594620.382,,,6296500.000,25186000.000,24289580.382,9822540.000,,-26.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000456","20210826",32137657.469,,,1527300.000,10182000.000,11399582.533,5091000.000,3937774.936,-23.48000,"2021-08-26 20:24:37",S016217
KB0,"2000000457","20210826",440776403.584,,,55806000.000,279030000.000,47693411.459,27903000.000,30343992.125,-8.61000,"2021-08-26 20:24:37",S016217
KB0,"2000000458","20210826",32621767.421,,,468400.000,9368000.000,10407216.149,4684000.000,7694151.272,-24.12000,"2021-08-26 20:24:37",S016217
KB0,"2000000459","20210826",38952117.483,,,2999499.999,11998000.000,10585488.251,3359440.000,10009689.233,-19.94000,"2021-08-26 20:24:37",S016217
KB0,"2000000460","20210826",28186732.213,,,393100.000,7862000.000,9459158.363,3931000.000,6541473.850,-22.62000,"2021-08-26 20:24:37",S016217
KB0,"2000000461","20210826",21439024.838,,,300100.000,6002000.000,7211270.477,3001000.000,4924654.361,-22.25000,"2021-08-26 20:24:37",S016217
KB0,"2000000462","20210826",28406898.577,,,1523700.000,10158000.000,9372731.145,3961620.000,3390847.432,-22.25000,"2021-08-26 20:24:37",S016217
KB0,"2000000463","20210826",84546701.792,,,5934500.000,23738000.000,25564581.346,9495200.000,19814420.446,-19.69000,"2021-08-26 20:24:37",S016217
KB0,"2000000464","20210826",34969506.601,,,2194800.000,14632000.000,14557866.601,3584840.000,,-27.70000,"2021-08-26 20:24:37",S016217
KB0,"2000000465","20210826",65259744.087,,,624100.000,11233800.000,38293631.075,6241000.000,8867213.012,12.12000,"2021-08-26 20:24:37",S016217
KB0,"2000000466","20210826",3163876.529,,,101100.000,674000.000,1924555.820,165130.000,299090.709,17.87000,"2021-08-26 20:24:37",S016217
KB0,"2000000467","20210826",54272930.278,,,2925500.001,23404000.000,14476354.309,7021200.000,6445875.968,-0.70000,"2021-08-26 20:24:37",S016217
KB0,"2000000468","20210826",550437245.687,,,38618500.000,154474000.000,156601948.806,74147520.000,126595276.881,-19.39000,"2021-08-26 20:24:37",S016217
KB0,"2000000469","20210826",313383917.991,,,19471500.000,155772000.000,48677418.969,46731600.000,42731399.022,-13.68000,"2021-08-26 20:24:37",S016217
KB0,"2000000470","20210826",37552955.474,,,2645500.000,10582000.000,11312517.450,4232800.000,8780138.024,-22.01000,"2021-08-26 20:24:37",S016217
KB0,"2000000471","20210826",20486910.226,,,1308000.000,8720000.000,8322510.226,2136400.000,,-28.75000,"2021-08-26 20:24:37",S016217
KB0,"2000000472","20210826",142809996.591,,,10623500.000,42494000.000,42477499.667,11898320.000,35316676.924,-22.03000,"2021-08-26 20:24:37",S016217
KB0,"2000000473","20210826",52162179.425,,,6689000.000,33445000.000,4921208.469,3344500.000,3762470.956,-10.07000,"2021-08-26 20:24:37",S016217
KB0,"2000000474","20210826",4333719.200,,,317000.000,1268000.000,1345570.883,355040.000,1048108.317,-21.86000,"2021-08-26 20:24:37",S016217
KB0,"2000000475","20210826",25160885.290,,,2407500.000,9630000.000,9367685.290,3755700.000,,-26.70000,"2021-08-26 20:24:37",S016217
KB0,"2000000476","20210826",58190828.898,,,884700.000,15924600.000,19826268.256,8847000.000,12708260.642,-24.43000,"2021-08-26 20:24:37",S016217
KB0,"2000000477","20210826",38922772.439,,,614600.001,12292000.000,13591430.751,3011540.000,9413201.687,-25.08000,"2021-08-26 20:24:37",S016217
KB0,"2000000478","20210826",8589877.266,,,127900.000,2302200.000,3043559.527,1279000.000,1837217.739,-22.25000,"2021-08-26 20:24:37",S016217
KB0,"2000000479","20210826",37828985.664,,,603200.001,12064000.000,12696465.077,2955680.000,9509640.586,-24.90000,"2021-08-26 20:24:37",S016217
KB0,"2000000480","20210826",44533400.491,,,680700.000,13614000.000,16362583.571,3335430.000,10540686.920,-22.86000,"2021-08-26 20:24:37",S016217
KB0,"2000000481","20210826",82909229.446,,,887900.001,17758000.000,46025797.716,4350710.000,13886821.729,2.95000,"2021-08-26 20:24:37",S016217
KB0,"2000000482","20210826",146041403.212,,,2197400.000,39553200.000,50689247.438,21974000.000,31627555.774,-24.34000,"2021-08-26 20:24:37",S016217
KB0,"2000000483","20210826",27172335.552,,,1707300.000,11382000.000,11294445.552,2788590.000,,-27.81000,"2021-08-26 20:24:38",S016217
KB0,"2000000484","20210826",42960522.262,,,657200.000,11829600.000,14470663.012,6572000.000,9431059.250,-24.15000,"2021-08-26 20:24:38",S016217
KB0,"2000000485","20210826",9278286.134,,,494100.000,3294000.000,3126590.268,1284660.000,1078935.866,-21.26000,"2021-08-26 20:24:38",S016217
KB0,"2000000486","20210826",40893345.318,,,1908900.000,12726000.000,23140575.318,3117870.000,,-8.95000,"2021-08-26 20:24:38",S016217
KB0,"2000000487","20210826",320324041.415,,,24653000.001,98612000.000,88034195.237,27611360.000,81413486.177,-19.55000,"2021-08-26 20:24:38",S016217
KB0,"2000000488","20210826",154620341.254,,,10737000.000,42948000.000,48071254.218,17179200.000,35684887.036,-19.43000,"2021-08-26 20:24:38",S016217
KB0,"2000000489","20210826",350413438.471,,,46622000.000,186488000.000,39669245.283,,77634193.188,-9.04000,"2021-08-26 20:24:38",S016217
KB0,"2000000490","20210826",65790455.662,,,2636400.000,17576000.000,32334517.050,8436480.000,4807058.612,-0.52000,"2021-08-26 20:24:38",S016217
KB0,"2000000491","20210826",46101938.343,,,549099.999,10982000.000,20040782.782,5491000.000,9039055.562,-5.58000,"2021-08-26 20:24:38",S016217
KB0,"2000000492","20210826",24244456.242,,,353700.000,7074000.000,7347185.042,3537000.000,5932571.200,-21.77000,"2021-08-26 20:24:38",S016217
KB0,"2000000493","20210826",30644340.997,,,3874000.000,19370000.000,3335772.464,1937000.000,2127568.533,-8.79000,"2021-08-26 20:24:38",S016217
KB0,"2000000494","20210826",158384936.343,,,8513100.000,56754000.000,52095302.113,22134060.000,18888474.230,-21.60000,"2021-08-26 20:24:38",S016217
KB0,"2000000495","20210826",66097625.130,,,8694000.000,34776000.000,8289212.712,,14338412.418,-7.96000,"2021-08-26 20:24:38",S016217
KB0,"2000000496","20210826",32727405.905,,,2198000.000,8792000.000,12070336.425,2461760.000,7205309.480,-16.61000,"2021-08-26 20:24:38",S016217
KB0,"2000000497","20210826",144571369.295,,,2086100.000,41722000.000,45083988.435,20861000.000,34818280.860,-23.12000,"2021-08-26 20:24:38",S016217
KB0,"2000000498","20210826",25940040.351,,,410000.000,8200000.000,8513293.608,2009000.000,6807746.743,-22.27000,"2021-08-26 20:24:38",S016217
KB0,"2000000499","20210826",35991129.823,,,532599.999,10652000.000,10666242.278,5326000.000,8814287.546,-21.34000,"2021-08-26 20:24:38",S016217
KB0,"2000000500","20210826",26218339.868,,,1894500.000,7578000.000,8349308.379,2121840.000,6274691.489,-21.34000,"2021-08-26 20:24:38",S016217
KB0,"2000000501","20210826",58595394.576,,,4082500.000,16330000.000,16719254.077,7838400.000,13625240.499,-18.27000,"2021-08-26 20:24:38",S016217
KB0,"2000000502","20210826",11132984.382,,,786000.000,3144000.000,3362615.425,1257600.000,2582768.957,-21.29000,"2021-08-26 20:24:38",S016217
KB0,"2000000503","20210826",253472136.782,,,13669500.000,91130000.000,82498811.781,35540700.000,30633125.001,-22.51000,"2021-08-26 20:24:38",S016217
KB0,"2000000504","20210826",234378822.901,,,2450300.001,49006000.000,133048984.794,12006470.000,37867068.106,6.80000,"2021-08-26 20:24:38",S016217
KB0,"2000000505","20210826",56367081.676,,,878400.000,17568000.000,20149510.771,4304160.000,13467010.905,-24.94000,"2021-08-26 20:24:38",S016217
KB0,"2000000506","20210826",65651109.316,,,3491000.001,27928000.000,18161797.774,8378400.000,7691911.541,-0.32000,"2021-08-26 20:24:38",S016217
KB0,"2000000507","20210826",43273099.657,,,1838400.000,12256000.000,13006497.976,6128000.000,10044201.681,-22.99000,"2021-08-26 20:24:38",S016217
KB0,"2000000508","20210826",40127047.498,,,2722000.000,10888000.000,14468602.076,3048640.000,8999805.422,-16.43000,"2021-08-26 20:24:38",S016217
KB0,"2000000509","20210826",52424059.307,,,6630000.000,33150000.000,5673390.326,3315000.000,3655668.981,-8.96000,"2021-08-26 20:24:38",S016217
KB0,"2000000510","20210826",22773312.043,,,1251600.000,8344000.000,7132641.356,3254160.000,2790910.687,-23.86000,"2021-08-26 20:24:38",S016217
KB0,"2000000511","20210826",279517865.159,,,14844000.000,98960000.000,94347746.835,38594400.000,32771718.324,-22.09000,"2021-08-26 20:24:38",S016217
KB0,"2000000512","20210826",46650933.367,,,3270000.000,13080000.000,13266028.096,6278400.000,10756505.271,-20.15000,"2021-08-26 20:24:38",S016217
KB0,"2000000513","20210826",54639930.451,,,3826000.000,15304000.000,15381249.643,7345920.000,12782760.808,-19.93000,"2021-08-26 20:24:38",S016217
KB0,"2000000514","20210826",40710409.226,,,609800.000,10976400.000,14301557.245,6098000.000,8724651.981,-24.13000,"2021-08-26 20:24:38",S016217
KB0,"2000000515","20210826",1181777316.031,,,113732500.000,454930000.000,435692116.031,177422700.000,,-27.00000,"2021-08-26 20:24:38",S016217
KB0,"2000000516","20210826",30360085.372,,,2124000.000,8496000.000,9292394.832,3398400.000,7049290.540,-20.49000,"2021-08-26 20:24:38",S016217
KB0,"2000000517","20210826",62214455.789,,,8368000.000,33472000.000,6444826.758,,13929629.031,-9.30000,"2021-08-26 20:24:38",S016217
KB0,"2000000518","20210826",17809786.950,,,1149600.000,7664000.000,7118506.950,1877680.000,,-30.81000,"2021-08-26 20:24:38",S016217
KB0,"2000000519","20210826",21835051.209,,,990300.000,6602000.000,12625261.209,1617490.000,,-4.10000,"2021-08-26 20:24:38",S016217
KB0,"2000000520","20210826",22425865.055,,,241000.000,4820000.000,10952432.255,2410000.000,4002432.800,-2.74000,"2021-08-26 20:24:38",S016217
KB0,"2000000521","20210826",46568695.798,,,1823700.000,12158000.000,23395930.329,5835840.000,3355225.469,0.01000,"2021-08-26 20:24:38",S016217
KB0,"2000000522","20210826",21855587.055,,,1683000.000,6732000.000,6062357.413,1884960.000,5493269.642,-20.51000,"2021-08-26 20:24:38",S016217
KB0,"2000000523","20210826",51380701.775,,,731300.000,14626000.000,16625719.791,7313000.000,12084681.984,-21.90000,"2021-08-26 20:24:38",S016217
KB0,"2000000524","20210826",298695767.330,,,20982500.000,83930000.000,90488069.931,33572000.000,69723197.399,-20.72000,"2021-08-26 20:24:38",S016217
KB0,"2000000525","20210826",324356548.617,,,4925800.000,88664400.000,109755996.830,49258000.000,71752351.787,-25.35000,"2021-08-26 20:24:38",S016217
KB0,"2000000526","20210826",36642195.510,,,2308200.000,15388000.000,15175935.510,3770060.000,,-27.43000,"2021-08-26 20:24:38",S016217
KB0,"2000000527","20210826",14595544.327,,,214100.001,4282000.000,4456406.935,2141000.000,3502037.391,-21.27000,"2021-08-26 20:24:38",S016217
KB0,"2000000528","20210826",13592868.138,,,190800.000,3816000.000,4515639.891,1908000.000,3162428.247,-22.39000,"2021-08-26 20:24:38",S016217
KB0,"2000000529","20210826",13242522.552,,,916000.000,3664000.000,3837949.275,1758720.000,3065853.277,-18.74000,"2021-08-26 20:24:38",S016217
KB0,"2000000530","20210826",333698763.534,,,22813500.000,228135000.000,41345548.602,15969450.000,25435264.932,-9.26000,"2021-08-26 20:24:38",S016217
