"그룹회사코드","마이데이터고객식별자","기준년월일","포트폴리오자산부채대분류구분","포트폴리오자산부채중분류구분","포트폴리오자산부채소분류구분","기관코드","집계금액","시스템최종처리일시","시스템최종사용자번호"
KB0,"2000000389","20210826","10","1040","104020","999999",4004800.000,"2021-08-27 01:00",S016217
KB0,"2000000389","20210826","10","1050","105010","999999",6710985.729,"2021-08-27 01:00",S016217
KB0,"2000000389","20210826","10","1050","105020","999999",1659436.195,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1010","101010","999999",1310000.000,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1020","102010","999999",3930000.000,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1020","102020","999999",2620000.000,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1030","103030","999999",272264.582,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1030","103040","999999",812334.665,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1040","104020","999999",655000.000,"2021-08-27 01:00",S016217
KB0,"2000000390","20210826","10","1050","105010","999999",719439.657,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1010","101010","999999",2676500.001,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1020","102010","999999",10706000.001,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1020","102020","999999",16059000.000,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1030","103030","999999",1246283.947,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1030","103040","999999",2244349.950,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1030","103050","999999",1191039.367,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1040","104020","999999",1873550.000,"2021-08-27 01:00",S016217
KB0,"2000000391","20210826","10","1050","105010","999999",2948636.588,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1010","101010","999999",1620600.000,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1020","102010","999999",8643200.000,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1020","102020","999999",2160800.000,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1030","103010","999999",1352216.372,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1030","103040","999999",6073105.862,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1030","103050","999999",2703177.026,"2021-08-27 01:00",S016217
KB0,"2000000392","20210826","10","1040","104020","999999",2646980.000,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1010","101010","999999",6068000.000,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1020","102010","999999",12136000.000,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1020","102020","999999",12136000.000,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1030","103030","999999",2486993.403,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1030","103040","999999",2392114.483,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1050","105010","999999",6718376.504,"2021-08-27 01:00",S016217
KB0,"2000000393","20210826","10","1050","105020","999999",3339146.745,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1010","101010","999999",25166000.000,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1020","102010","999999",30199200.000,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1020","102020","999999",70464800.000,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1030","103010","999999",13439254.379,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1030","103040","999999",71377861.448,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1030","103050","999999",19567157.957,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1040","104010","999999",11073040.000,"2021-08-27 01:00",S016217
KB0,"2000000394","20210826","10","1040","104020","999999",28185920.000,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1010","101010","999999",401500.000,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1020","102010","999999",7227000.000,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1030","103010","999999",1579002.550,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1030","103030","999999",667614.012,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1030","103040","999999",4287551.636,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1030","103050","999999",2731522.522,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1040","104020","999999",2810500.000,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1040","104030","999999",1204500.000,"2021-08-27 01:00",S016217
KB0,"2000000395","20210826","10","1050","105020","999999",5744397.916,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1010","101010","999999",4967000.000,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1020","102010","999999",5960400.000,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1020","102020","999999",13907600.000,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1030","103010","999999",2405781.288,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1030","103040","999999",12644400.505,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1030","103050","999999",3720479.257,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1040","104010","999999",2185480.000,"2021-08-27 01:00",S016217
KB0,"2000000396","20210826","10","1040","104020","999999",5563040.000,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1010","101010","999999",9227000.000,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1020","102010","999999",27681000.000,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1020","102020","999999",18454000.000,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1030","103030","999999",1990892.380,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1030","103040","999999",5686045.580,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1040","104020","999999",4613500.000,"2021-08-27 01:00",S016217
KB0,"2000000397","20210826","10","1050","105010","999999",5047212.800,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1010","101010","999999",321900.000,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1020","102010","999999",6438000.000,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1030","103010","999999",1448060.915,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1030","103030","999999",616313.196,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1030","103040","999999",3715233.095,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1030","103050","999999",9270630.421,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1040","104020","999999",1577310.000,"2021-08-27 01:00",S016217
KB0,"2000000398","20210826","10","1050","105020","999999",4964784.795,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1010","101010","999999",579600.000,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1020","102010","999999",2318400.000,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1020","102020","999999",1545600.000,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1030","103010","999999",347120.282,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1030","103030","999999",688261.474,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1030","103040","999999",2454202.442,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1030","103050","999999",6164713.915,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1040","104020","999999",1352400.000,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1040","104030","999999",579600.000,"2021-08-27 01:00",S016217
KB0,"2000000399","20210826","10","1050","105020","999999",1494372.277,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1010","101010","999999",3049000.000,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1020","102010","999999",3658800.000,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1020","102020","999999",8537200.000,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1030","103010","999999",2181703.496,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1030","103040","999999",5941745.491,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1030","103050","999999",3695556.486,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1040","104010","999999",975680.000,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1040","104020","999999",4878400.000,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1050","105010","999999",9433362.136,"2021-08-27 01:00",S016217
KB0,"2000000400","20210826","10","1050","105020","999999",665134.901,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1010","101010","999999",1900800.000,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1020","102010","999999",6336000.000,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1020","102020","999999",6336000.000,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1030","103040","999999",7117649.881,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1030","103050","999999",4689830.223,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1040","104010","999999",1013760.000,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1040","104020","999999",5068800.000,"2021-08-27 01:00",S016217
KB0,"2000000401","20210826","10","1050","105020","999999",3448565.484,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1010","101010","999999",3329500.000,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1020","102010","999999",6659000.000,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1020","102020","999999",6659000.000,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1030","103010","999999",3193525.928,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1030","103030","999999",2749883.711,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1030","103040","999999",7518127.822,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1030","103050","999999",1588064.156,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1040","104020","999999",3729040.000,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1050","105010","999999",8053529.616,"2021-08-27 01:00",S016217
KB0,"2000000402","20210826","10","1050","105020","999999",2943181.423,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1010","101010","999999",582399.999,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1020","102010","999999",9318400.000,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1020","102020","999999",2329600.000,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1030","103010","999999",1980678.736,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1030","103040","999999",7864549.771,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1030","103050","999999",2416270.597,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1040","104020","999999",4076800.000,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1040","104030","999999",1747200.000,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1050","105010","999999",2561344.984,"2021-08-27 01:00",S016217
KB0,"2000000403","20210826","10","1050","105020","999999",7171176.016,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1010","101010","999999",1357400.000,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1020","102010","999999",24433200.000,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1020","102020","999999",2714800.000,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1030","103010","999999",4578337.152,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1030","103040","999999",14682861.983,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1030","103050","999999",39069624.896,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1040","104020","999999",6651260.000,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1050","105010","999999",4419584.794,"2021-08-27 01:00",S016217
KB0,"2000000404","20210826","10","1050","105020","999999",18124612.889,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1010","101010","999999",2126400.000,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1020","102010","999999",7088000.000,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1020","102020","999999",7088000.000,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1030","103040","999999",6961394.305,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1030","103050","999999",4300818.444,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1040","104010","999999",1134080.000,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1040","104020","999999",5670400.000,"2021-08-27 01:00",S016217
KB0,"2000000405","20210826","10","1050","105020","999999",3888743.155,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1010","101010","999999",8453200.000,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1020","102010","999999",152157600.000,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1020","102020","999999",16906400.000,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1030","103010","999999",29809584.514,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1030","103040","999999",83595928.972,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1030","103050","999999",56349170.241,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1040","104020","999999",41420680.000,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1050","105010","999999",27993612.189,"2021-08-27 01:00",S016217
KB0,"2000000406","20210826","10","1050","105020","999999",111084884.104,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1010","101010","999999",2182800.000,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1020","102010","999999",8731200.000,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1020","102020","999999",5820800.000,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1030","103040","999999",9126809.980,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1030","103050","999999",4008408.387,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1040","104010","999999",1600720.000,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1040","104020","999999",4074560.000,"2021-08-27 01:00",S016217
KB0,"2000000407","20210826","10","1050","105020","999999",4828672.711,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1010","101010","999999",1768200.000,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1020","102010","999999",9430400.000,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1020","102020","999999",2357600.000,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1030","103010","999999",1527066.916,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1030","103040","999999",7519704.386,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1030","103050","999999",2619939.649,"2021-08-27 01:00",S016217
KB0,"2000000408","20210826","10","1040","104020","999999",2888060.000,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1010","101010","999999",20266000.000,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1020","102010","999999",40532000.000,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1020","102020","999999",40532000.000,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1030","103030","999999",8208116.189,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1030","103040","999999",9539522.353,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1050","105010","999999",22259682.063,"2021-08-27 01:00",S016217
KB0,"2000000409","20210826","10","1050","105020","999999",11308730.961,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1010","101010","999999",1985400.000,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1020","102010","999999",9265200.000,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1020","102020","999999",3970800.000,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1030","103010","999999",1703303.948,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1030","103030","999999",2271925.907,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1030","103040","999999",7599916.934,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1030","103050","999999",3216415.508,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1040","104020","999999",4632600.000,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1040","104030","999999",1985400.000,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1050","105010","999999",4405131.627,"2021-08-27 01:00",S016217
KB0,"2000000410","20210826","10","1050","105020","999999",6607697.405,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1010","101010","999999",12236400.000,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1020","102010","999999",48945600.000,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1020","102020","999999",32630400.000,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1030","103040","999999",49950530.913,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1030","103050","999999",25013123.928,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1040","104010","999999",8973360.000,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1040","104020","999999",22841280.000,"2021-08-27 01:00",S016217
KB0,"2000000411","20210826","10","1050","105020","999999",27476441.891,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1010","101010","999999",3924500.000,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1020","102010","999999",7849000.000,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1020","102020","999999",7849000.000,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1030","103010","999999",3357992.801,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1030","103030","999999",3683711.137,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1030","103040","999999",8108113.274,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1030","103050","999999",8202636.582,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1040","104020","999999",4395440.000,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1050","105010","999999",9530701.190,"2021-08-27 01:00",S016217
KB0,"2000000412","20210826","10","1050","105020","999999",3448450.045,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1010","101010","999999",3838000.000,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1020","102010","999999",6140800.000,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1020","102020","999999",9211200.000,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1030","103010","999999",3321089.579,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1030","103030","999999",2884070.217,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1030","103040","999999",9932899.441,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1030","103050","999999",630647.550,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1040","104020","999999",6140800.000,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1050","105010","999999",10117217.447,"2021-08-27 01:00",S016217
KB0,"2000000413","20210826","10","1050","105020","999999",2521784.293,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1010","101010","999999",131300.000,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1020","102010","999999",2363400.000,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1030","103010","999999",575651.575,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1030","103030","999999",226426.785,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1030","103040","999999",1399152.026,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1030","103050","999999",780777.847,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1040","104020","999999",919100.000,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1040","104030","999999",393900.000,"2021-08-27 01:00",S016217
KB0,"2000000414","20210826","10","1050","105020","999999",1882322.353,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1010","101010","999999",12742500.000,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1020","102010","999999",20388000.000,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1020","102020","999999",30582000.000,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1030","103010","999999",11589701.583,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1030","103030","999999",7938138.397,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1030","103040","999999",33499339.547,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1030","103050","999999",1858067.183,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1040","104020","999999",20388000.000,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1050","105010","999999",33357027.255,"2021-08-27 01:00",S016217
KB0,"2000000415","20210826","10","1050","105020","999999",8289495.041,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1010","101010","999999",467700.000,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1020","102010","999999",9354000.000,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1030","103010","999999",1976883.232,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1030","103030","999999",822681.199,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1030","103040","999999",6034123.442,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1030","103050","999999",2016453.503,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1040","104020","999999",3273900.000,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1040","104030","999999",1403100.000,"2021-08-27 01:00",S016217
KB0,"2000000416","20210826","10","1050","105020","999999",7790609.214,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1010","101010","999999",3965499.999,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1020","102010","999999",23793000.000,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1020","102020","999999",7931000.000,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1030","103030","999999",2717329.108,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1030","103040","999999",5135960.088,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1030","103050","999999",1677604.585,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1040","104010","999999",9517200.000,"2021-08-27 01:00",S016217
KB0,"2000000417","20210826","10","1050","105010","999999",8745958.255,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1010","101010","999999",1778400.000,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1020","102010","999999",8299200.000,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1020","102020","999999",3556800.000,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1030","103010","999999",943146.242,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1030","103040","999999",6242233.559,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1030","103050","999999",3742058.161,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1040","104020","999999",2904720.000,"2021-08-27 01:00",S016217
KB0,"2000000418","20210826","10","1050","105020","999999",5198524.377,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1010","101010","999999",5356200.000,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1020","102010","999999",28566400.000,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1020","102020","999999",7141600.000,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1030","103010","999999",4885077.972,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1030","103040","999999",20427175.340,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1030","103050","999999",41399002.829,"2021-08-27 01:00",S016217
KB0,"2000000419","20210826","10","1040","104020","999999",8748460.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1010","101010","999999",1257900.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1020","102010","999999",5870200.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1020","102020","999999",2515800.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1030","103010","999999",1050797.705,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1030","103030","999999",1268017.977,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1030","103040","999999",4481981.028,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1030","103050","999999",2176518.959,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1040","104020","999999",2935100.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1040","104030","999999",1257900.000,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1050","105010","999999",2779881.581,"2021-08-27 01:00",S016217
KB0,"2000000420","20210826","10","1050","105020","999999",4149072.928,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1010","101010","999999",2101500.000,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1020","102010","999999",12609000.000,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1020","102020","999999",4203000.000,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1030","103030","999999",1740456.883,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1030","103040","999999",2494041.079,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1030","103050","999999",876396.974,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1040","104010","999999",5043600.000,"2021-08-27 01:00",S016217
KB0,"2000000421","20210826","10","1050","105010","999999",4598085.328,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1010","101010","999999",751200.000,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1020","102010","999999",13521600.000,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1020","102020","999999",1502400.000,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1030","103010","999999",2735674.346,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1030","103040","999999",7604989.593,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1030","103050","999999",4693636.329,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1040","104020","999999",3680880.000,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1050","105010","999999",2490153.725,"2021-08-27 01:00",S016217
KB0,"2000000422","20210826","10","1050","105020","999999",9980476.522,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1010","101010","999999",5276100.000,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1020","102010","999999",21104400.000,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1020","102020","999999",14069600.000,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1030","103040","999999",20447727.847,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1030","103050","999999",9137725.458,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1040","104010","999999",3869140.000,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1040","104020","999999",9848720.000,"2021-08-27 01:00",S016217
KB0,"2000000423","20210826","10","1050","105020","999999",11601985.550,"2021-08-27 01:00",S016217
KB0,"2000000424","20210826","10","1010","101010","999999",12846900.000,"2021-08-27 01:00",S016217
KB0,"2000000424","20210826","10","1020","102010","999999",59952200.000,"2021-08-27 01:00",S016217
